organization_id,source_system,source_record_id,ticket_id,customer_id,created_at,priority,category,status,first_response_minutes,resolution_minutes,satisfaction_score,source_updated_at,ingested_at,normalized_at
org_northstar_001,zendesk,zd_ticket_349,tkt_000349,cus_00032,2025-04-07T15:18:00Z,high,Performance,closed,29,671,5,2025-04-07T15:18:00Z,2025-04-07T15:18:00Z,2025-04-07T15:18:00Z
org_northstar_001,zendesk,zd_ticket_350,tkt_000350,cus_00053,2025-04-07T11:50:00Z,low,Login,solved,41,315,4.5,2025-04-07T11:50:00Z,2025-04-07T11:50:00Z,2025-04-07T11:50:00Z
org_northstar_001,zendesk,zd_ticket_351,tkt_000351,cus_00165,2025-04-07T16:16:00Z,low,How-to,closed,22,376,3.1,2025-04-07T16:16:00Z,2025-04-07T16:16:00Z,2025-04-07T16:16:00Z
org_northstar_001,zendesk,zd_ticket_352,tkt_000352,cus_00401,2025-04-08T19:23:00Z,normal,Bug,closed,64,473,4.6,2025-04-08T19:23:00Z,2025-04-08T19:23:00Z,2025-04-08T19:23:00Z
org_northstar_001,zendesk,zd_ticket_353,tkt_000353,cus_00232,2025-04-08T10:32:00Z,normal,How-to,pending,26,694,5,2025-04-08T10:32:00Z,2025-04-08T10:32:00Z,2025-04-08T10:32:00Z
org_northstar_001,zendesk,zd_ticket_354,tkt_000354,cus_00027,2025-04-08T16:31:00Z,normal,Bug,closed,30,314,4.3,2025-04-08T16:31:00Z,2025-04-08T16:31:00Z,2025-04-08T16:31:00Z
org_northstar_001,zendesk,zd_ticket_355,tkt_000355,cus_00454,2025-04-09T13:10:00Z,normal,Bug,closed,51,1172,4.0,2025-04-09T13:10:00Z,2025-04-09T13:10:00Z,2025-04-09T13:10:00Z
org_northstar_001,zendesk,zd_ticket_356,tkt_000356,cus_00265,2025-04-09T08:33:00Z,normal,Billing,pending,10,426,3.3,2025-04-09T08:33:00Z,2025-04-09T08:33:00Z,2025-04-09T08:33:00Z
org_northstar_001,zendesk,zd_ticket_357,tkt_000357,cus_00042,2025-04-09T18:08:00Z,low,Billing,open,8,504,3.2,2025-04-09T18:08:00Z,2025-04-09T18:08:00Z,2025-04-09T18:08:00Z
org_northstar_001,zendesk,zd_ticket_358,tkt_000358,cus_00243,2025-04-09T17:42:00Z,high,Bug,open,28,238,4.2,2025-04-09T17:42:00Z,2025-04-09T17:42:00Z,2025-04-09T17:42:00Z
org_northstar_001,zendesk,zd_ticket_359,tkt_000359,cus_00240,2025-04-10T08:43:00Z,high,Performance,closed,10,235,4.3,2025-04-10T08:43:00Z,2025-04-10T08:43:00Z,2025-04-10T08:43:00Z
org_northstar_001,zendesk,zd_ticket_360,tkt_000360,cus_00033,2025-04-10T12:40:00Z,normal,Performance,solved,23,430,3.6,2025-04-10T12:40:00Z,2025-04-10T12:40:00Z,2025-04-10T12:40:00Z
org_northstar_001,zendesk,zd_ticket_361,tkt_000361,cus_00093,2025-04-10T09:37:00Z,normal,Integration,solved,24,1010,4.6,2025-04-10T09:37:00Z,2025-04-10T09:37:00Z,2025-04-10T09:37:00Z
org_northstar_001,zendesk,zd_ticket_362,tkt_000362,cus_00260,2025-04-10T18:15:00Z,normal,Integration,open,25,322,3.9,2025-04-10T18:15:00Z,2025-04-10T18:15:00Z,2025-04-10T18:15:00Z
org_northstar_001,zendesk,zd_ticket_363,tkt_000363,cus_00180,2025-04-11T14:17:00Z,normal,Integration,closed,10,450,3.7,2025-04-11T14:17:00Z,2025-04-11T14:17:00Z,2025-04-11T14:17:00Z
org_northstar_001,zendesk,zd_ticket_364,tkt_000364,cus_00273,2025-04-11T16:24:00Z,normal,Performance,closed,29,347,4.4,2025-04-11T16:24:00Z,2025-04-11T16:24:00Z,2025-04-11T16:24:00Z
org_northstar_001,zendesk,zd_ticket_365,tkt_000365,cus_00104,2025-04-11T09:45:00Z,normal,Integration,closed,9,242,4.5,2025-04-11T09:45:00Z,2025-04-11T09:45:00Z,2025-04-11T09:45:00Z
org_northstar_001,zendesk,zd_ticket_366,tkt_000366,cus_00423,2025-04-11T11:14:00Z,high,Integration,closed,15,554,4.2,2025-04-11T11:14:00Z,2025-04-11T11:14:00Z,2025-04-11T11:14:00Z
org_northstar_001,zendesk,zd_ticket_367,tkt_000367,cus_00124,2025-04-11T15:21:00Z,normal,Performance,solved,49,319,3.9,2025-04-11T15:21:00Z,2025-04-11T15:21:00Z,2025-04-11T15:21:00Z
org_northstar_001,zendesk,zd_ticket_368,tkt_000368,cus_00283,2025-04-12T17:14:00Z,normal,Login,solved,16,176,4.8,2025-04-12T17:14:00Z,2025-04-12T17:14:00Z,2025-04-12T17:14:00Z
org_northstar_001,zendesk,zd_ticket_369,tkt_000369,cus_00269,2025-04-12T09:50:00Z,normal,Billing,closed,17,529,4.6,2025-04-12T09:50:00Z,2025-04-12T09:50:00Z,2025-04-12T09:50:00Z
org_northstar_001,zendesk,zd_ticket_370,tkt_000370,cus_00107,2025-04-13T10:19:00Z,low,Performance,closed,25,276,3.4,2025-04-13T10:19:00Z,2025-04-13T10:19:00Z,2025-04-13T10:19:00Z
org_northstar_001,zendesk,zd_ticket_371,tkt_000371,cus_00018,2025-04-13T14:00:00Z,high,Billing,solved,35,82,4.3,2025-04-13T14:00:00Z,2025-04-13T14:00:00Z,2025-04-13T14:00:00Z
org_northstar_001,zendesk,zd_ticket_372,tkt_000372,cus_00281,2025-04-13T17:47:00Z,normal,Login,closed,10,83,4.6,2025-04-13T17:47:00Z,2025-04-13T17:47:00Z,2025-04-13T17:47:00Z
org_northstar_001,zendesk,zd_ticket_373,tkt_000373,cus_00262,2025-04-14T10:02:00Z,normal,How-to,solved,25,170,2.7,2025-04-14T10:02:00Z,2025-04-14T10:02:00Z,2025-04-14T10:02:00Z
org_northstar_001,zendesk,zd_ticket_374,tkt_000374,cus_00007,2025-04-14T11:11:00Z,normal,Performance,solved,39,173,5,2025-04-14T11:11:00Z,2025-04-14T11:11:00Z,2025-04-14T11:11:00Z
org_northstar_001,zendesk,zd_ticket_375,tkt_000375,cus_00108,2025-04-14T09:09:00Z,urgent,Login,solved,18,130,4.7,2025-04-14T09:09:00Z,2025-04-14T09:09:00Z,2025-04-14T09:09:00Z
org_northstar_001,zendesk,zd_ticket_376,tkt_000376,cus_00445,2025-04-14T12:04:00Z,low,Bug,open,15,199,3.9,2025-04-14T12:04:00Z,2025-04-14T12:04:00Z,2025-04-14T12:04:00Z
org_northstar_001,zendesk,zd_ticket_377,tkt_000377,cus_00212,2025-04-14T19:55:00Z,low,Performance,solved,14,149,4.7,2025-04-14T19:55:00Z,2025-04-14T19:55:00Z,2025-04-14T19:55:00Z
org_northstar_001,zendesk,zd_ticket_378,tkt_000378,cus_00260,2025-04-15T10:14:00Z,normal,Bug,open,20,321,5,2025-04-15T10:14:00Z,2025-04-15T10:14:00Z,2025-04-15T10:14:00Z
org_northstar_001,zendesk,zd_ticket_379,tkt_000379,cus_00282,2025-04-15T09:42:00Z,normal,Billing,solved,25,353,5,2025-04-15T09:42:00Z,2025-04-15T09:42:00Z,2025-04-15T09:42:00Z
org_northstar_001,zendesk,zd_ticket_380,tkt_000380,cus_00113,2025-04-15T13:52:00Z,urgent,Performance,solved,42,155,5,2025-04-15T13:52:00Z,2025-04-15T13:52:00Z,2025-04-15T13:52:00Z
org_northstar_001,zendesk,zd_ticket_381,tkt_000381,cus_00435,2025-04-15T15:19:00Z,normal,Billing,closed,44,325,5,2025-04-15T15:19:00Z,2025-04-15T15:19:00Z,2025-04-15T15:19:00Z
org_northstar_001,zendesk,zd_ticket_382,tkt_000382,cus_00107,2025-04-15T19:22:00Z,urgent,Bug,solved,57,232,3.2,2025-04-15T19:22:00Z,2025-04-15T19:22:00Z,2025-04-15T19:22:00Z
org_northstar_001,zendesk,zd_ticket_383,tkt_000383,cus_00260,2025-04-15T18:56:00Z,low,How-to,closed,18,301,4.7,2025-04-15T18:56:00Z,2025-04-15T18:56:00Z,2025-04-15T18:56:00Z
org_northstar_001,zendesk,zd_ticket_384,tkt_000384,cus_00378,2025-04-16T19:56:00Z,low,Login,closed,35,504,3.9,2025-04-16T19:56:00Z,2025-04-16T19:56:00Z,2025-04-16T19:56:00Z
org_northstar_001,zendesk,zd_ticket_385,tkt_000385,cus_00063,2025-04-16T08:19:00Z,high,How-to,solved,42,918,5,2025-04-16T08:19:00Z,2025-04-16T08:19:00Z,2025-04-16T08:19:00Z
org_northstar_001,zendesk,zd_ticket_386,tkt_000386,cus_00117,2025-04-16T11:04:00Z,normal,Billing,solved,16,606,5,2025-04-16T11:04:00Z,2025-04-16T11:04:00Z,2025-04-16T11:04:00Z
org_northstar_001,zendesk,zd_ticket_387,tkt_000387,cus_00069,2025-04-17T19:17:00Z,low,Bug,open,33,208,3.4,2025-04-17T19:17:00Z,2025-04-17T19:17:00Z,2025-04-17T19:17:00Z
org_northstar_001,zendesk,zd_ticket_388,tkt_000388,cus_00429,2025-04-17T19:57:00Z,normal,Bug,closed,15,164,4.5,2025-04-17T19:57:00Z,2025-04-17T19:57:00Z,2025-04-17T19:57:00Z
org_northstar_001,zendesk,zd_ticket_389,tkt_000389,cus_00060,2025-04-17T09:33:00Z,low,Performance,solved,31,713,5,2025-04-17T09:33:00Z,2025-04-17T09:33:00Z,2025-04-17T09:33:00Z
org_northstar_001,zendesk,zd_ticket_390,tkt_000390,cus_00036,2025-04-17T17:57:00Z,normal,Performance,closed,29,162,5,2025-04-17T17:57:00Z,2025-04-17T17:57:00Z,2025-04-17T17:57:00Z
org_northstar_001,zendesk,zd_ticket_391,tkt_000391,cus_00343,2025-04-18T09:21:00Z,high,Integration,open,14,178,4.5,2025-04-18T09:21:00Z,2025-04-18T09:21:00Z,2025-04-18T09:21:00Z
org_northstar_001,zendesk,zd_ticket_392,tkt_000392,cus_00133,2025-04-18T17:14:00Z,low,Performance,solved,69,337,4.9,2025-04-18T17:14:00Z,2025-04-18T17:14:00Z,2025-04-18T17:14:00Z
org_northstar_001,zendesk,zd_ticket_393,tkt_000393,cus_00206,2025-04-18T11:17:00Z,normal,How-to,solved,55,246,4.5,2025-04-18T11:17:00Z,2025-04-18T11:17:00Z,2025-04-18T11:17:00Z
org_northstar_001,zendesk,zd_ticket_394,tkt_000394,cus_00216,2025-04-18T13:57:00Z,low,Performance,solved,59,191,4.1,2025-04-18T13:57:00Z,2025-04-18T13:57:00Z,2025-04-18T13:57:00Z
org_northstar_001,zendesk,zd_ticket_395,tkt_000395,cus_00462,2025-04-18T08:00:00Z,normal,Performance,closed,41,685,3.9,2025-04-18T08:00:00Z,2025-04-18T08:00:00Z,2025-04-18T08:00:00Z
org_northstar_001,zendesk,zd_ticket_396,tkt_000396,cus_00075,2025-04-19T15:47:00Z,normal,Performance,closed,27,463,4.6,2025-04-19T15:47:00Z,2025-04-19T15:47:00Z,2025-04-19T15:47:00Z
org_northstar_001,zendesk,zd_ticket_397,tkt_000397,cus_00150,2025-04-20T12:06:00Z,normal,Login,closed,20,637,4.0,2025-04-20T12:06:00Z,2025-04-20T12:06:00Z,2025-04-20T12:06:00Z
org_northstar_001,zendesk,zd_ticket_398,tkt_000398,cus_00198,2025-04-20T12:19:00Z,low,How-to,solved,21,293,4.2,2025-04-20T12:19:00Z,2025-04-20T12:19:00Z,2025-04-20T12:19:00Z
org_northstar_001,zendesk,zd_ticket_399,tkt_000399,cus_00209,2025-04-21T12:19:00Z,normal,Billing,closed,23,268,5,2025-04-21T12:19:00Z,2025-04-21T12:19:00Z,2025-04-21T12:19:00Z
org_northstar_001,zendesk,zd_ticket_400,tkt_000400,cus_00026,2025-04-21T08:08:00Z,normal,Login,closed,27,711,3.6,2025-04-21T08:08:00Z,2025-04-21T08:08:00Z,2025-04-21T08:08:00Z
org_northstar_001,zendesk,zd_ticket_401,tkt_000401,cus_00449,2025-04-21T08:30:00Z,normal,Bug,closed,16,126,3.1,2025-04-21T08:30:00Z,2025-04-21T08:30:00Z,2025-04-21T08:30:00Z
org_northstar_001,zendesk,zd_ticket_402,tkt_000402,cus_00365,2025-04-21T15:37:00Z,urgent,Performance,closed,34,390,4.0,2025-04-21T15:37:00Z,2025-04-21T15:37:00Z,2025-04-21T15:37:00Z
org_northstar_001,zendesk,zd_ticket_403,tkt_000403,cus_00312,2025-04-22T14:19:00Z,normal,Integration,solved,56,715,4.6,2025-04-22T14:19:00Z,2025-04-22T14:19:00Z,2025-04-22T14:19:00Z
org_northstar_001,zendesk,zd_ticket_404,tkt_000404,cus_00417,2025-04-22T17:14:00Z,high,How-to,solved,51,276,3.4,2025-04-22T17:14:00Z,2025-04-22T17:14:00Z,2025-04-22T17:14:00Z
org_northstar_001,zendesk,zd_ticket_405,tkt_000405,cus_00162,2025-04-22T10:49:00Z,low,Billing,closed,56,415,4.1,2025-04-22T10:49:00Z,2025-04-22T10:49:00Z,2025-04-22T10:49:00Z
org_northstar_001,zendesk,zd_ticket_406,tkt_000406,cus_00189,2025-04-22T12:19:00Z,low,How-to,solved,26,216,4.9,2025-04-22T12:19:00Z,2025-04-22T12:19:00Z,2025-04-22T12:19:00Z
org_northstar_001,zendesk,zd_ticket_407,tkt_000407,cus_00361,2025-04-23T08:09:00Z,normal,Integration,closed,30,556,5,2025-04-23T08:09:00Z,2025-04-23T08:09:00Z,2025-04-23T08:09:00Z
org_northstar_001,zendesk,zd_ticket_408,tkt_000408,cus_00035,2025-04-23T15:33:00Z,low,How-to,solved,65,883,4.6,2025-04-23T15:33:00Z,2025-04-23T15:33:00Z,2025-04-23T15:33:00Z
org_northstar_001,zendesk,zd_ticket_409,tkt_000409,cus_00369,2025-04-23T13:28:00Z,low,Bug,closed,19,196,3.8,2025-04-23T13:28:00Z,2025-04-23T13:28:00Z,2025-04-23T13:28:00Z
org_northstar_001,zendesk,zd_ticket_410,tkt_000410,cus_00462,2025-04-23T13:18:00Z,low,Bug,solved,11,567,4.4,2025-04-23T13:18:00Z,2025-04-23T13:18:00Z,2025-04-23T13:18:00Z
org_northstar_001,zendesk,zd_ticket_411,tkt_000411,cus_00324,2025-04-24T09:08:00Z,normal,Billing,solved,20,391,3.6,2025-04-24T09:08:00Z,2025-04-24T09:08:00Z,2025-04-24T09:08:00Z
org_northstar_001,zendesk,zd_ticket_412,tkt_000412,cus_00395,2025-04-24T13:25:00Z,low,Billing,pending,38,297,3.4,2025-04-24T13:25:00Z,2025-04-24T13:25:00Z,2025-04-24T13:25:00Z
org_northstar_001,zendesk,zd_ticket_413,tkt_000413,cus_00108,2025-04-24T18:47:00Z,low,Integration,solved,30,153,4.9,2025-04-24T18:47:00Z,2025-04-24T18:47:00Z,2025-04-24T18:47:00Z
org_northstar_001,zendesk,zd_ticket_414,tkt_000414,cus_00025,2025-04-24T17:09:00Z,low,Bug,closed,10,670,4.7,2025-04-24T17:09:00Z,2025-04-24T17:09:00Z,2025-04-24T17:09:00Z
org_northstar_001,zendesk,zd_ticket_415,tkt_000415,cus_00328,2025-04-25T19:30:00Z,urgent,How-to,open,39,123,4.9,2025-04-25T19:30:00Z,2025-04-25T19:30:00Z,2025-04-25T19:30:00Z
org_northstar_001,zendesk,zd_ticket_416,tkt_000416,cus_00229,2025-04-25T18:27:00Z,normal,Billing,solved,53,145,5,2025-04-25T18:27:00Z,2025-04-25T18:27:00Z,2025-04-25T18:27:00Z
org_northstar_001,zendesk,zd_ticket_417,tkt_000417,cus_00060,2025-04-25T13:05:00Z,normal,Integration,solved,24,204,3.9,2025-04-25T13:05:00Z,2025-04-25T13:05:00Z,2025-04-25T13:05:00Z
org_northstar_001,zendesk,zd_ticket_418,tkt_000418,cus_00155,2025-04-25T08:40:00Z,low,Bug,solved,18,474,4.6,2025-04-25T08:40:00Z,2025-04-25T08:40:00Z,2025-04-25T08:40:00Z
org_northstar_001,zendesk,zd_ticket_419,tkt_000419,cus_00358,2025-04-25T13:52:00Z,normal,Bug,open,19,252,5,2025-04-25T13:52:00Z,2025-04-25T13:52:00Z,2025-04-25T13:52:00Z
org_northstar_001,zendesk,zd_ticket_420,tkt_000420,cus_00291,2025-04-25T15:51:00Z,low,Performance,solved,7,316,4.8,2025-04-25T15:51:00Z,2025-04-25T15:51:00Z,2025-04-25T15:51:00Z
org_northstar_001,zendesk,zd_ticket_421,tkt_000421,cus_00052,2025-04-26T19:48:00Z,low,Performance,closed,16,515,5,2025-04-26T19:48:00Z,2025-04-26T19:48:00Z,2025-04-26T19:48:00Z
org_northstar_001,zendesk,zd_ticket_422,tkt_000422,cus_00102,2025-04-27T19:31:00Z,high,Performance,solved,35,186,4.7,2025-04-27T19:31:00Z,2025-04-27T19:31:00Z,2025-04-27T19:31:00Z
org_northstar_001,zendesk,zd_ticket_423,tkt_000423,cus_00452,2025-04-27T09:54:00Z,normal,Login,pending,15,169,3.8,2025-04-27T09:54:00Z,2025-04-27T09:54:00Z,2025-04-27T09:54:00Z
org_northstar_001,zendesk,zd_ticket_424,tkt_000424,cus_00117,2025-04-27T17:40:00Z,normal,Integration,solved,26,190,4.3,2025-04-27T17:40:00Z,2025-04-27T17:40:00Z,2025-04-27T17:40:00Z
org_northstar_001,zendesk,zd_ticket_425,tkt_000425,cus_00408,2025-04-27T15:37:00Z,low,Bug,open,23,292,3.3,2025-04-27T15:37:00Z,2025-04-27T15:37:00Z,2025-04-27T15:37:00Z
org_northstar_001,zendesk,zd_ticket_426,tkt_000426,cus_00212,2025-04-27T13:12:00Z,normal,Bug,solved,35,539,4.3,2025-04-27T13:12:00Z,2025-04-27T13:12:00Z,2025-04-27T13:12:00Z
org_northstar_001,zendesk,zd_ticket_427,tkt_000427,cus_00080,2025-04-28T08:45:00Z,normal,Billing,closed,34,413,4.7,2025-04-28T08:45:00Z,2025-04-28T08:45:00Z,2025-04-28T08:45:00Z
org_northstar_001,zendesk,zd_ticket_428,tkt_000428,cus_00088,2025-04-28T19:46:00Z,normal,How-to,solved,16,40,4.8,2025-04-28T19:46:00Z,2025-04-28T19:46:00Z,2025-04-28T19:46:00Z
org_northstar_001,zendesk,zd_ticket_429,tkt_000429,cus_00298,2025-04-28T11:57:00Z,high,Bug,open,40,248,3.9,2025-04-28T11:57:00Z,2025-04-28T11:57:00Z,2025-04-28T11:57:00Z
org_northstar_001,zendesk,zd_ticket_430,tkt_000430,cus_00222,2025-04-28T11:49:00Z,low,How-to,closed,29,393,4.6,2025-04-28T11:49:00Z,2025-04-28T11:49:00Z,2025-04-28T11:49:00Z
org_northstar_001,zendesk,zd_ticket_431,tkt_000431,cus_00028,2025-04-29T08:20:00Z,normal,How-to,closed,20,664,3.9,2025-04-29T08:20:00Z,2025-04-29T08:20:00Z,2025-04-29T08:20:00Z
org_northstar_001,zendesk,zd_ticket_432,tkt_000432,cus_00277,2025-04-29T09:57:00Z,urgent,Bug,closed,27,271,4.7,2025-04-29T09:57:00Z,2025-04-29T09:57:00Z,2025-04-29T09:57:00Z
org_northstar_001,zendesk,zd_ticket_433,tkt_000433,cus_00332,2025-04-29T16:11:00Z,low,Integration,closed,39,312,4.9,2025-04-29T16:11:00Z,2025-04-29T16:11:00Z,2025-04-29T16:11:00Z
org_northstar_001,zendesk,zd_ticket_434,tkt_000434,cus_00202,2025-04-29T14:01:00Z,normal,Login,closed,18,293,4.2,2025-04-29T14:01:00Z,2025-04-29T14:01:00Z,2025-04-29T14:01:00Z
org_northstar_001,zendesk,zd_ticket_435,tkt_000435,cus_00341,2025-04-30T08:47:00Z,high,Performance,open,34,251,4.1,2025-04-30T08:47:00Z,2025-04-30T08:47:00Z,2025-04-30T08:47:00Z
org_northstar_001,zendesk,zd_ticket_436,tkt_000436,cus_00111,2025-04-30T16:24:00Z,high,Billing,solved,20,540,4.1,2025-04-30T16:24:00Z,2025-04-30T16:24:00Z,2025-04-30T16:24:00Z
org_northstar_001,zendesk,zd_ticket_437,tkt_000437,cus_00436,2025-04-30T14:51:00Z,normal,Billing,solved,23,526,3.8,2025-04-30T14:51:00Z,2025-04-30T14:51:00Z,2025-04-30T14:51:00Z
org_northstar_001,zendesk,zd_ticket_438,tkt_000438,cus_00408,2025-04-30T10:08:00Z,normal,Login,solved,23,186,5,2025-04-30T10:08:00Z,2025-04-30T10:08:00Z,2025-04-30T10:08:00Z
org_northstar_001,zendesk,zd_ticket_439,tkt_000439,cus_00415,2025-04-30T08:41:00Z,high,Bug,solved,52,105,4.5,2025-04-30T08:41:00Z,2025-04-30T08:41:00Z,2025-04-30T08:41:00Z
org_northstar_001,zendesk,zd_ticket_440,tkt_000440,cus_00318,2025-05-01T11:11:00Z,high,Performance,open,43,417,4.5,2025-05-01T11:11:00Z,2025-05-01T11:11:00Z,2025-05-01T11:11:00Z
org_northstar_001,zendesk,zd_ticket_441,tkt_000441,cus_00434,2025-05-01T10:20:00Z,high,Billing,closed,31,330,4.8,2025-05-01T10:20:00Z,2025-05-01T10:20:00Z,2025-05-01T10:20:00Z
org_northstar_001,zendesk,zd_ticket_442,tkt_000442,cus_00101,2025-05-01T11:08:00Z,normal,Performance,closed,15,330,4.3,2025-05-01T11:08:00Z,2025-05-01T11:08:00Z,2025-05-01T11:08:00Z
org_northstar_001,zendesk,zd_ticket_443,tkt_000443,cus_00033,2025-05-01T10:39:00Z,normal,Billing,solved,31,1563,4.8,2025-05-01T10:39:00Z,2025-05-01T10:39:00Z,2025-05-01T10:39:00Z
org_northstar_001,zendesk,zd_ticket_444,tkt_000444,cus_00126,2025-05-01T08:39:00Z,low,Performance,pending,24,519,3.5,2025-05-01T08:39:00Z,2025-05-01T08:39:00Z,2025-05-01T08:39:00Z
org_northstar_001,zendesk,zd_ticket_445,tkt_000445,cus_00056,2025-05-02T16:52:00Z,normal,How-to,solved,36,189,4.1,2025-05-02T16:52:00Z,2025-05-02T16:52:00Z,2025-05-02T16:52:00Z
org_northstar_001,zendesk,zd_ticket_446,tkt_000446,cus_00292,2025-05-02T13:58:00Z,normal,How-to,pending,41,1197,4.7,2025-05-02T13:58:00Z,2025-05-02T13:58:00Z,2025-05-02T13:58:00Z
org_northstar_001,zendesk,zd_ticket_447,tkt_000447,cus_00101,2025-05-02T19:20:00Z,normal,Integration,closed,48,1133,4.7,2025-05-02T19:20:00Z,2025-05-02T19:20:00Z,2025-05-02T19:20:00Z
org_northstar_001,zendesk,zd_ticket_448,tkt_000448,cus_00462,2025-05-02T12:31:00Z,normal,Bug,pending,54,189,4.0,2025-05-02T12:31:00Z,2025-05-02T12:31:00Z,2025-05-02T12:31:00Z
org_northstar_001,zendesk,zd_ticket_449,tkt_000449,cus_00416,2025-05-02T15:50:00Z,normal,Billing,closed,46,337,4.3,2025-05-02T15:50:00Z,2025-05-02T15:50:00Z,2025-05-02T15:50:00Z
org_northstar_001,zendesk,zd_ticket_450,tkt_000450,cus_00452,2025-05-02T08:47:00Z,normal,Performance,closed,12,247,3.6,2025-05-02T08:47:00Z,2025-05-02T08:47:00Z,2025-05-02T08:47:00Z
org_northstar_001,zendesk,zd_ticket_451,tkt_000451,cus_00091,2025-05-03T11:44:00Z,normal,Billing,solved,57,712,3.5,2025-05-03T11:44:00Z,2025-05-03T11:44:00Z,2025-05-03T11:44:00Z
org_northstar_001,zendesk,zd_ticket_452,tkt_000452,cus_00182,2025-05-04T16:04:00Z,normal,How-to,solved,39,197,4.2,2025-05-04T16:04:00Z,2025-05-04T16:04:00Z,2025-05-04T16:04:00Z
org_northstar_001,zendesk,zd_ticket_453,tkt_000453,cus_00163,2025-05-05T16:44:00Z,low,Performance,closed,35,422,4.7,2025-05-05T16:44:00Z,2025-05-05T16:44:00Z,2025-05-05T16:44:00Z
org_northstar_001,zendesk,zd_ticket_454,tkt_000454,cus_00252,2025-05-05T10:25:00Z,normal,Integration,solved,9,251,4.6,2025-05-05T10:25:00Z,2025-05-05T10:25:00Z,2025-05-05T10:25:00Z
org_northstar_001,zendesk,zd_ticket_455,tkt_000455,cus_00432,2025-05-05T13:59:00Z,low,Billing,solved,28,370,4.0,2025-05-05T13:59:00Z,2025-05-05T13:59:00Z,2025-05-05T13:59:00Z
org_northstar_001,zendesk,zd_ticket_456,tkt_000456,cus_00197,2025-05-05T08:01:00Z,normal,Billing,closed,61,193,3.0,2025-05-05T08:01:00Z,2025-05-05T08:01:00Z,2025-05-05T08:01:00Z
org_northstar_001,zendesk,zd_ticket_457,tkt_000457,cus_00068,2025-05-05T17:52:00Z,normal,How-to,solved,25,301,4.6,2025-05-05T17:52:00Z,2025-05-05T17:52:00Z,2025-05-05T17:52:00Z
org_northstar_001,zendesk,zd_ticket_458,tkt_000458,cus_00349,2025-05-06T18:38:00Z,low,Billing,closed,16,110,4.8,2025-05-06T18:38:00Z,2025-05-06T18:38:00Z,2025-05-06T18:38:00Z
org_northstar_001,zendesk,zd_ticket_459,tkt_000459,cus_00172,2025-05-06T10:08:00Z,high,Performance,solved,36,400,3.8,2025-05-06T10:08:00Z,2025-05-06T10:08:00Z,2025-05-06T10:08:00Z
org_northstar_001,zendesk,zd_ticket_460,tkt_000460,cus_00321,2025-05-06T15:40:00Z,normal,Billing,closed,15,606,3.6,2025-05-06T15:40:00Z,2025-05-06T15:40:00Z,2025-05-06T15:40:00Z
org_northstar_001,zendesk,zd_ticket_461,tkt_000461,cus_00038,2025-05-06T11:54:00Z,normal,Billing,solved,35,314,4.1,2025-05-06T11:54:00Z,2025-05-06T11:54:00Z,2025-05-06T11:54:00Z
org_northstar_001,zendesk,zd_ticket_462,tkt_000462,cus_00177,2025-05-07T11:39:00Z,normal,Integration,solved,20,210,3.3,2025-05-07T11:39:00Z,2025-05-07T11:39:00Z,2025-05-07T11:39:00Z
org_northstar_001,zendesk,zd_ticket_463,tkt_000463,cus_00026,2025-05-07T14:36:00Z,normal,How-to,closed,19,316,5,2025-05-07T14:36:00Z,2025-05-07T14:36:00Z,2025-05-07T14:36:00Z
org_northstar_001,zendesk,zd_ticket_464,tkt_000464,cus_00162,2025-05-07T08:07:00Z,low,Performance,solved,37,283,3.6,2025-05-07T08:07:00Z,2025-05-07T08:07:00Z,2025-05-07T08:07:00Z
org_northstar_001,zendesk,zd_ticket_465,tkt_000465,cus_00285,2025-05-08T15:45:00Z,normal,Login,solved,16,713,4.0,2025-05-08T15:45:00Z,2025-05-08T15:45:00Z,2025-05-08T15:45:00Z
org_northstar_001,zendesk,zd_ticket_466,tkt_000466,cus_00438,2025-05-08T17:41:00Z,normal,How-to,open,33,254,4.5,2025-05-08T17:41:00Z,2025-05-08T17:41:00Z,2025-05-08T17:41:00Z
org_northstar_001,zendesk,zd_ticket_467,tkt_000467,cus_00250,2025-05-09T12:44:00Z,high,How-to,solved,16,226,4.8,2025-05-09T12:44:00Z,2025-05-09T12:44:00Z,2025-05-09T12:44:00Z
org_northstar_001,zendesk,zd_ticket_468,tkt_000468,cus_00222,2025-05-09T08:01:00Z,normal,How-to,closed,29,724,3.1,2025-05-09T08:01:00Z,2025-05-09T08:01:00Z,2025-05-09T08:01:00Z
org_northstar_001,zendesk,zd_ticket_469,tkt_000469,cus_00214,2025-05-09T18:53:00Z,low,Bug,solved,23,641,4.1,2025-05-09T18:53:00Z,2025-05-09T18:53:00Z,2025-05-09T18:53:00Z
org_northstar_001,zendesk,zd_ticket_470,tkt_000470,cus_00389,2025-05-09T13:14:00Z,low,Billing,closed,45,225,3.3,2025-05-09T13:14:00Z,2025-05-09T13:14:00Z,2025-05-09T13:14:00Z
org_northstar_001,zendesk,zd_ticket_471,tkt_000471,cus_00063,2025-05-09T11:12:00Z,normal,Billing,pending,10,341,4.5,2025-05-09T11:12:00Z,2025-05-09T11:12:00Z,2025-05-09T11:12:00Z
org_northstar_001,zendesk,zd_ticket_472,tkt_000472,cus_00448,2025-05-09T19:22:00Z,low,Billing,pending,43,53,4.7,2025-05-09T19:22:00Z,2025-05-09T19:22:00Z,2025-05-09T19:22:00Z
