organization_id,source_system,source_record_id,company_id,company_name,industry,region,employee_count,annual_revenue_usd,lifecycle_stage,source_updated_at,ingested_at,normalized_at
org_northstar_001,hubspot,hub_company_141,cmp_0141,Company 0141,Professional Services,Asia Pacific,73,11803301.79,customer,2026-07-08T12:00:00Z,2026-07-08T12:05:00Z,2026-07-08T12:10:00Z
org_northstar_001,hubspot,hub_company_142,cmp_0142,Company 0142,Financial Services,North America,240,31697671.69,churned,2026-02-22T12:00:00Z,2026-02-22T12:05:00Z,2026-02-22T12:10:00Z
org_northstar_001,hubspot,hub_company_143,cmp_0143,Company 0143,Healthcare,North America,1453,157829802.7,churned,2026-01-07T12:00:00Z,2026-01-07T12:05:00Z,2026-01-07T12:10:00Z
org_northstar_001,hubspot,hub_company_144,cmp_0144,Company 0144,Financial Services,Europe,56,4087442.45,customer,2026-04-11T12:00:00Z,2026-04-11T12:05:00Z,2026-04-11T12:10:00Z
org_northstar_001,hubspot,hub_company_145,cmp_0145,Company 0145,Education,Asia Pacific,130,15079783.87,lead,2025-09-07T12:00:00Z,2025-09-07T12:05:00Z,2025-09-07T12:10:00Z
org_northstar_001,hubspot,hub_company_146,cmp_0146,Company 0146,Education,North America,169,12181595.34,customer,2025-01-03T12:00:00Z,2025-01-03T12:05:00Z,2025-01-03T12:10:00Z
org_northstar_001,hubspot,hub_company_147,cmp_0147,Company 0147,Healthcare,North America,123,21382384.94,customer,2025-09-01T12:00:00Z,2025-09-01T12:05:00Z,2025-09-01T12:10:00Z
org_northstar_001,hubspot,hub_company_148,cmp_0148,Company 0148,Manufacturing,Europe,95,12661672.08,prospect,2025-03-07T12:00:00Z,2025-03-07T12:05:00Z,2025-03-07T12:10:00Z
org_northstar_001,hubspot,hub_company_149,cmp_0149,Company 0149,Financial Services,Latin America,147,11541786.89,customer,2025-02-14T12:00:00Z,2025-02-14T12:05:00Z,2025-02-14T12:10:00Z
org_northstar_001,hubspot,hub_company_150,cmp_0150,Company 0150,Financial Services,Asia Pacific,98,7868292.62,lead,2026-02-16T12:00:00Z,2026-02-16T12:05:00Z,2026-02-16T12:10:00Z
org_northstar_001,hubspot,hub_company_151,cmp_0151,Company 0151,Financial Services,Europe,50,8485069.57,prospect,2025-06-01T12:00:00Z,2025-06-01T12:05:00Z,2025-06-01T12:10:00Z
org_northstar_001,hubspot,hub_company_152,cmp_0152,Company 0152,Retail,North America,64,10767943.59,customer,2026-06-28T12:00:00Z,2026-06-28T12:05:00Z,2026-06-28T12:10:00Z
org_northstar_001,hubspot,hub_company_153,cmp_0153,Company 0153,Retail,Asia Pacific,157,20085622.29,customer,2026-07-19T12:00:00Z,2026-07-19T12:05:00Z,2026-07-19T12:10:00Z
org_northstar_001,hubspot,hub_company_154,cmp_0154,Company 0154,Retail,North America,97,10251403.44,churned,2026-02-13T12:00:00Z,2026-02-13T12:05:00Z,2026-02-13T12:10:00Z
org_northstar_001,hubspot,hub_company_155,cmp_0155,Company 0155,Manufacturing,North America,562,114607225.4,customer,2026-05-01T12:00:00Z,2026-05-01T12:05:00Z,2026-05-01T12:10:00Z
org_northstar_001,hubspot,hub_company_156,cmp_0156,Company 0156,Education,North America,44,8721597.01,lead,2025-05-06T12:00:00Z,2025-05-06T12:05:00Z,2025-05-06T12:10:00Z
org_northstar_001,hubspot,hub_company_157,cmp_0157,Company 0157,Manufacturing,North America,134,12282738.1,customer,2025-10-22T12:00:00Z,2025-10-22T12:05:00Z,2025-10-22T12:10:00Z
org_northstar_001,hubspot,hub_company_158,cmp_0158,Company 0158,Technology,Asia Pacific,71,10676554.04,customer,2025-04-21T12:00:00Z,2025-04-21T12:05:00Z,2025-04-21T12:10:00Z
org_northstar_001,hubspot,hub_company_159,cmp_0159,Company 0159,Technology,Europe,165,26745901.37,customer,2026-07-29T12:00:00Z,2026-07-29T12:05:00Z,2026-07-29T12:10:00Z
org_northstar_001,hubspot,hub_company_160,cmp_0160,Company 0160,Healthcare,Asia Pacific,27,3216868.53,lead,2025-01-30T12:00:00Z,2025-01-30T12:05:00Z,2025-01-30T12:10:00Z
org_northstar_001,hubspot,hub_company_161,cmp_0161,Company 0161,Professional Services,Europe,126,25962734.02,lead,2025-05-27T12:00:00Z,2025-05-27T12:05:00Z,2025-05-27T12:10:00Z
org_northstar_001,hubspot,hub_company_162,cmp_0162,Company 0162,Healthcare,North America,58,6590495.44,prospect,2026-06-28T12:00:00Z,2026-06-28T12:05:00Z,2026-06-28T12:10:00Z
org_northstar_001,hubspot,hub_company_163,cmp_0163,Company 0163,Professional Services,North America,317,49609658.51,customer,2026-08-05T12:00:00Z,2026-08-05T12:05:00Z,2026-08-05T12:10:00Z
org_northstar_001,hubspot,hub_company_164,cmp_0164,Company 0164,Manufacturing,North America,96,10391362.39,customer,2025-10-06T12:00:00Z,2025-10-06T12:05:00Z,2025-10-06T12:10:00Z
org_northstar_001,hubspot,hub_company_165,cmp_0165,Company 0165,Financial Services,Europe,87,12017186.94,customer,2025-04-27T12:00:00Z,2025-04-27T12:05:00Z,2025-04-27T12:10:00Z
org_northstar_001,hubspot,hub_company_166,cmp_0166,Company 0166,Technology,North America,177,30901009.98,lead,2025-02-16T12:00:00Z,2025-02-16T12:05:00Z,2025-02-16T12:10:00Z
org_northstar_001,hubspot,hub_company_167,cmp_0167,Company 0167,Manufacturing,Asia Pacific,116,21212691.03,lead,2026-01-25T12:00:00Z,2026-01-25T12:05:00Z,2026-01-25T12:10:00Z
org_northstar_001,hubspot,hub_company_168,cmp_0168,Company 0168,Technology,Asia Pacific,94,14156990.56,customer,2025-02-13T12:00:00Z,2025-02-13T12:05:00Z,2025-02-13T12:10:00Z
org_northstar_001,hubspot,hub_company_169,cmp_0169,Company 0169,Healthcare,North America,69,13983954.23,customer,2026-03-04T12:00:00Z,2026-03-04T12:05:00Z,2026-03-04T12:10:00Z
org_northstar_001,hubspot,hub_company_170,cmp_0170,Company 0170,Manufacturing,North America,49,9401797.5,customer,2026-01-06T12:00:00Z,2026-01-06T12:05:00Z,2026-01-06T12:10:00Z
org_northstar_001,hubspot,hub_company_171,cmp_0171,Company 0171,Manufacturing,Europe,84,12119912.69,lead,2025-08-15T12:00:00Z,2025-08-15T12:05:00Z,2025-08-15T12:10:00Z
org_northstar_001,hubspot,hub_company_172,cmp_0172,Company 0172,Technology,North America,136,13276055.13,customer,2025-12-24T12:00:00Z,2025-12-24T12:05:00Z,2025-12-24T12:10:00Z
org_northstar_001,hubspot,hub_company_173,cmp_0173,Company 0173,Education,Europe,106,17528020.82,customer,2025-03-19T12:00:00Z,2025-03-19T12:05:00Z,2025-03-19T12:10:00Z
org_northstar_001,hubspot,hub_company_174,cmp_0174,Company 0174,Professional Services,North America,386,52360495.35,customer,2025-11-27T12:00:00Z,2025-11-27T12:05:00Z,2025-11-27T12:10:00Z
org_northstar_001,hubspot,hub_company_175,cmp_0175,Company 0175,Technology,North America,131,17458100.26,lead,2025-10-09T12:00:00Z,2025-10-09T12:05:00Z,2025-10-09T12:10:00Z
org_northstar_001,hubspot,hub_company_176,cmp_0176,Company 0176,Manufacturing,North America,360,54448602.13,churned,2025-10-21T12:00:00Z,2025-10-21T12:05:00Z,2025-10-21T12:10:00Z
org_northstar_001,hubspot,hub_company_177,cmp_0177,Company 0177,Financial Services,North America,78,12066663.71,customer,2025-02-12T12:00:00Z,2025-02-12T12:05:00Z,2025-02-12T12:10:00Z
org_northstar_001,hubspot,hub_company_178,cmp_0178,Company 0178,Education,North America,78,13260325.8,customer,2025-03-05T12:00:00Z,2025-03-05T12:05:00Z,2025-03-05T12:10:00Z
org_northstar_001,hubspot,hub_company_179,cmp_0179,Company 0179,Healthcare,North America,137,24444234.64,customer,2025-06-26T12:00:00Z,2025-06-26T12:05:00Z,2025-06-26T12:10:00Z
org_northstar_001,hubspot,hub_company_180,cmp_0180,Company 0180,Technology,North America,315,46656177.67,prospect,2025-02-23T12:00:00Z,2025-02-23T12:05:00Z,2025-02-23T12:10:00Z
org_northstar_001,hubspot,hub_company_181,cmp_0181,Company 0181,Manufacturing,Asia Pacific,254,29634354.0,customer,2025-09-16T12:00:00Z,2025-09-16T12:05:00Z,2025-09-16T12:10:00Z
org_northstar_001,hubspot,hub_company_182,cmp_0182,Company 0182,Financial Services,Europe,239,29844914.16,customer,2025-05-25T12:00:00Z,2025-05-25T12:05:00Z,2025-05-25T12:10:00Z
org_northstar_001,hubspot,hub_company_183,cmp_0183,Company 0183,Education,North America,74,6503943.4,customer,2025-03-28T12:00:00Z,2025-03-28T12:05:00Z,2025-03-28T12:10:00Z
org_northstar_001,hubspot,hub_company_184,cmp_0184,Company 0184,Healthcare,North America,111,11098553.96,churned,2026-06-24T12:00:00Z,2026-06-24T12:05:00Z,2026-06-24T12:10:00Z
org_northstar_001,hubspot,hub_company_185,cmp_0185,Company 0185,Education,North America,58,10319502.73,customer,2026-05-13T12:00:00Z,2026-05-13T12:05:00Z,2026-05-13T12:10:00Z
org_northstar_001,hubspot,hub_company_186,cmp_0186,Company 0186,Education,Europe,44,6759038.08,lead,2026-06-24T12:00:00Z,2026-06-24T12:05:00Z,2026-06-24T12:10:00Z
org_northstar_001,hubspot,hub_company_187,cmp_0187,Company 0187,Retail,North America,177,21417339.48,customer,2025-07-05T12:00:00Z,2025-07-05T12:05:00Z,2025-07-05T12:10:00Z
org_northstar_001,hubspot,hub_company_188,cmp_0188,Company 0188,Education,North America,195,28228504.39,prospect,2026-03-31T12:00:00Z,2026-03-31T12:05:00Z,2026-03-31T12:10:00Z
org_northstar_001,hubspot,hub_company_189,cmp_0189,Company 0189,Financial Services,Latin America,209,43434708.36,customer,2026-04-26T12:00:00Z,2026-04-26T12:05:00Z,2026-04-26T12:10:00Z
org_northstar_001,hubspot,hub_company_190,cmp_0190,Company 0190,Retail,Latin America,225,41482074.05,customer,2025-10-16T12:00:00Z,2025-10-16T12:05:00Z,2025-10-16T12:10:00Z
org_northstar_001,hubspot,hub_company_191,cmp_0191,Company 0191,Technology,Europe,105,14933868.0,lead,2025-05-22T12:00:00Z,2025-05-22T12:05:00Z,2025-05-22T12:10:00Z
org_northstar_001,hubspot,hub_company_192,cmp_0192,Company 0192,Manufacturing,North America,175,22968077.72,churned,2025-03-27T12:00:00Z,2025-03-27T12:05:00Z,2025-03-27T12:10:00Z
org_northstar_001,hubspot,hub_company_193,cmp_0193,Company 0193,Retail,North America,283,29151527.29,churned,2025-08-16T12:00:00Z,2025-08-16T12:05:00Z,2025-08-16T12:10:00Z
org_northstar_001,hubspot,hub_company_194,cmp_0194,Company 0194,Technology,Asia Pacific,65,10464642.23,customer,2026-01-19T12:00:00Z,2026-01-19T12:05:00Z,2026-01-19T12:10:00Z
org_northstar_001,hubspot,hub_company_195,cmp_0195,Company 0195,Education,Europe,89,11819574.37,lead,2025-05-21T12:00:00Z,2025-05-21T12:05:00Z,2025-05-21T12:10:00Z
org_northstar_001,hubspot,hub_company_196,cmp_0196,Company 0196,Education,North America,140,15702563.41,lead,2025-03-23T12:00:00Z,2025-03-23T12:05:00Z,2025-03-23T12:10:00Z
org_northstar_001,hubspot,hub_company_197,cmp_0197,Company 0197,Technology,North America,176,34622819.26,customer,2026-03-06T12:00:00Z,2026-03-06T12:05:00Z,2026-03-06T12:10:00Z
org_northstar_001,hubspot,hub_company_198,cmp_0198,Company 0198,Financial Services,North America,163,21205231.54,customer,2025-01-17T12:00:00Z,2025-01-17T12:05:00Z,2025-01-17T12:10:00Z
org_northstar_001,hubspot,hub_company_199,cmp_0199,Company 0199,Financial Services,North America,122,25187098.71,lead,2025-09-04T12:00:00Z,2025-09-04T12:05:00Z,2025-09-04T12:10:00Z
org_northstar_001,hubspot,hub_company_200,cmp_0200,Company 0200,Manufacturing,Europe,143,17826883.73,customer,2026-06-23T12:00:00Z,2026-06-23T12:05:00Z,2026-06-23T12:10:00Z
org_northstar_001,hubspot,hub_company_201,cmp_0201,Company 0201,Financial Services,North America,52,7876256.18,customer,2026-02-01T12:00:00Z,2026-02-01T12:05:00Z,2026-02-01T12:10:00Z
org_northstar_001,hubspot,hub_company_202,cmp_0202,Company 0202,Education,Europe,30,5587611.36,customer,2025-05-17T12:00:00Z,2025-05-17T12:05:00Z,2025-05-17T12:10:00Z
org_northstar_001,hubspot,hub_company_203,cmp_0203,Company 0203,Technology,Europe,270,54568274.7,lead,2026-05-06T12:00:00Z,2026-05-06T12:05:00Z,2026-05-06T12:10:00Z
org_northstar_001,hubspot,hub_company_204,cmp_0204,Company 0204,Manufacturing,North America,678,50936043.63,customer,2025-07-26T12:00:00Z,2025-07-26T12:05:00Z,2025-07-26T12:10:00Z
org_northstar_001,hubspot,hub_company_205,cmp_0205,Company 0205,Education,Europe,47,5087765.27,customer,2025-10-20T12:00:00Z,2025-10-20T12:05:00Z,2025-10-20T12:10:00Z
org_northstar_001,hubspot,hub_company_206,cmp_0206,Company 0206,Professional Services,North America,251,35052972.01,churned,2026-03-24T12:00:00Z,2026-03-24T12:05:00Z,2026-03-24T12:10:00Z
org_northstar_001,hubspot,hub_company_207,cmp_0207,Company 0207,Retail,North America,79,12193133.49,customer,2026-06-16T12:00:00Z,2026-06-16T12:05:00Z,2026-06-16T12:10:00Z
org_northstar_001,hubspot,hub_company_208,cmp_0208,Company 0208,Healthcare,Europe,81,9145663.01,customer,2026-07-13T12:00:00Z,2026-07-13T12:05:00Z,2026-07-13T12:10:00Z
org_northstar_001,hubspot,hub_company_209,cmp_0209,Company 0209,Retail,North America,50,9590260.23,prospect,2026-03-13T12:00:00Z,2026-03-13T12:05:00Z,2026-03-13T12:10:00Z
org_northstar_001,hubspot,hub_company_210,cmp_0210,Company 0210,Education,Europe,145,13397730.55,lead,2026-03-22T12:00:00Z,2026-03-22T12:05:00Z,2026-03-22T12:10:00Z
org_northstar_001,hubspot,hub_company_211,cmp_0211,Company 0211,Retail,Latin America,193,14385051.45,lead,2026-03-25T12:00:00Z,2026-03-25T12:05:00Z,2026-03-25T12:10:00Z
org_northstar_001,hubspot,hub_company_212,cmp_0212,Company 0212,Education,North America,275,24551261.65,prospect,2026-04-06T12:00:00Z,2026-04-06T12:05:00Z,2026-04-06T12:10:00Z
org_northstar_001,hubspot,hub_company_213,cmp_0213,Company 0213,Technology,North America,142,13638635.22,customer,2025-11-18T12:00:00Z,2025-11-18T12:05:00Z,2025-11-18T12:10:00Z
org_northstar_001,hubspot,hub_company_214,cmp_0214,Company 0214,Manufacturing,North America,153,30340978.24,customer,2026-07-30T12:00:00Z,2026-07-30T12:05:00Z,2026-07-30T12:10:00Z
org_northstar_001,hubspot,hub_company_215,cmp_0215,Company 0215,Technology,Asia Pacific,25,5136464.33,churned,2025-05-06T12:00:00Z,2025-05-06T12:05:00Z,2025-05-06T12:10:00Z
org_northstar_001,hubspot,hub_company_216,cmp_0216,Company 0216,Healthcare,Asia Pacific,200,37838137.42,customer,2025-12-22T12:00:00Z,2025-12-22T12:05:00Z,2025-12-22T12:10:00Z
org_northstar_001,hubspot,hub_company_217,cmp_0217,Company 0217,Technology,Latin America,237,42870739.05,prospect,2025-06-28T12:00:00Z,2025-06-28T12:05:00Z,2025-06-28T12:10:00Z
org_northstar_001,hubspot,hub_company_218,cmp_0218,Company 0218,Manufacturing,North America,46,8914547.12,lead,2026-05-21T12:00:00Z,2026-05-21T12:05:00Z,2026-05-21T12:10:00Z
org_northstar_001,hubspot,hub_company_219,cmp_0219,Company 0219,Education,Europe,126,11030764.44,prospect,2026-02-12T12:00:00Z,2026-02-12T12:05:00Z,2026-02-12T12:10:00Z
org_northstar_001,hubspot,hub_company_220,cmp_0220,Company 0220,Healthcare,North America,89,16560009.45,customer,2025-03-17T12:00:00Z,2025-03-17T12:05:00Z,2025-03-17T12:10:00Z
org_northstar_001,hubspot,hub_company_221,cmp_0221,Company 0221,Technology,Asia Pacific,41,5843906.24,prospect,2026-08-25T12:00:00Z,2026-08-25T12:05:00Z,2026-08-25T12:10:00Z
org_northstar_001,hubspot,hub_company_222,cmp_0222,Company 0222,Healthcare,Latin America,50,7132284.55,prospect,2025-06-15T12:00:00Z,2025-06-15T12:05:00Z,2025-06-15T12:10:00Z
org_northstar_001,hubspot,hub_company_223,cmp_0223,Company 0223,Manufacturing,North America,45,7087640.88,customer,2025-03-22T12:00:00Z,2025-03-22T12:05:00Z,2025-03-22T12:10:00Z
org_northstar_001,hubspot,hub_company_224,cmp_0224,Company 0224,Manufacturing,North America,110,17844486.25,customer,2025-04-06T12:00:00Z,2025-04-06T12:05:00Z,2025-04-06T12:10:00Z
org_northstar_001,hubspot,hub_company_225,cmp_0225,Company 0225,Education,Asia Pacific,301,24492731.11,churned,2025-12-12T12:00:00Z,2025-12-12T12:05:00Z,2025-12-12T12:10:00Z
org_northstar_001,hubspot,hub_company_226,cmp_0226,Company 0226,Manufacturing,North America,74,11799948.75,customer,2026-08-14T12:00:00Z,2026-08-14T12:05:00Z,2026-08-14T12:10:00Z
org_northstar_001,hubspot,hub_company_227,cmp_0227,Company 0227,Financial Services,North America,98,13082625.5,customer,2026-07-13T12:00:00Z,2026-07-13T12:05:00Z,2026-07-13T12:10:00Z
org_northstar_001,hubspot,hub_company_228,cmp_0228,Company 0228,Professional Services,North America,94,8470679.98,customer,2025-06-11T12:00:00Z,2025-06-11T12:05:00Z,2025-06-11T12:10:00Z
org_northstar_001,hubspot,hub_company_229,cmp_0229,Company 0229,Healthcare,North America,75,6536480.05,prospect,2025-11-23T12:00:00Z,2025-11-23T12:05:00Z,2025-11-23T12:10:00Z
org_northstar_001,hubspot,hub_company_230,cmp_0230,Company 0230,Retail,Asia Pacific,52,6684020.93,churned,2025-05-25T12:00:00Z,2025-05-25T12:05:00Z,2025-05-25T12:10:00Z
org_northstar_001,hubspot,hub_company_231,cmp_0231,Company 0231,Professional Services,North America,156,22161590.49,customer,2025-06-13T12:00:00Z,2025-06-13T12:05:00Z,2025-06-13T12:10:00Z
org_northstar_001,hubspot,hub_company_232,cmp_0232,Company 0232,Retail,North America,109,22381637.98,prospect,2025-11-12T12:00:00Z,2025-11-12T12:05:00Z,2025-11-12T12:10:00Z
org_northstar_001,hubspot,hub_company_233,cmp_0233,Company 0233,Manufacturing,Asia Pacific,49,7918223.85,customer,2025-12-28T12:00:00Z,2025-12-28T12:05:00Z,2025-12-28T12:10:00Z
org_northstar_001,hubspot,hub_company_234,cmp_0234,Company 0234,Healthcare,Asia Pacific,57,6910180.07,prospect,2026-07-04T12:00:00Z,2026-07-04T12:05:00Z,2026-07-04T12:10:00Z
org_northstar_001,hubspot,hub_company_235,cmp_0235,Company 0235,Healthcare,North America,124,17433875.99,customer,2026-08-07T12:00:00Z,2026-08-07T12:05:00Z,2026-08-07T12:10:00Z
org_northstar_001,hubspot,hub_company_236,cmp_0236,Company 0236,Manufacturing,North America,333,68768360.85,prospect,2025-10-14T12:00:00Z,2025-10-14T12:05:00Z,2025-10-14T12:10:00Z
org_northstar_001,hubspot,hub_company_237,cmp_0237,Company 0237,Professional Services,North America,123,17377089.73,customer,2025-12-14T12:00:00Z,2025-12-14T12:05:00Z,2025-12-14T12:10:00Z
org_northstar_001,hubspot,hub_company_238,cmp_0238,Company 0238,Professional Services,Europe,248,35258359.02,prospect,2025-02-16T12:00:00Z,2025-02-16T12:05:00Z,2025-02-16T12:10:00Z
org_northstar_001,hubspot,hub_company_239,cmp_0239,Company 0239,Healthcare,North America,170,24031195.6,customer,2025-11-23T12:00:00Z,2025-11-23T12:05:00Z,2025-11-23T12:10:00Z
org_northstar_001,hubspot,hub_company_240,cmp_0240,Company 0240,Healthcare,North America,27,2304305.35,prospect,2026-07-31T12:00:00Z,2026-07-31T12:05:00Z,2026-07-31T12:10:00Z
org_northstar_001,hubspot,hub_company_241,cmp_0241,Company 0241,Financial Services,Europe,441,67723199.69,prospect,2025-11-12T12:00:00Z,2025-11-12T12:05:00Z,2025-11-12T12:10:00Z
org_northstar_001,hubspot,hub_company_242,cmp_0242,Company 0242,Manufacturing,North America,157,22512626.67,customer,2026-08-16T12:00:00Z,2026-08-16T12:05:00Z,2026-08-16T12:10:00Z
org_northstar_001,hubspot,hub_company_243,cmp_0243,Company 0243,Technology,Europe,26,4369896.12,lead,2026-01-25T12:00:00Z,2026-01-25T12:05:00Z,2026-01-25T12:10:00Z
org_northstar_001,hubspot,hub_company_244,cmp_0244,Company 0244,Financial Services,North America,82,11500887.91,customer,2026-03-28T12:00:00Z,2026-03-28T12:05:00Z,2026-03-28T12:10:00Z
org_northstar_001,hubspot,hub_company_245,cmp_0245,Company 0245,Financial Services,North America,62,7610839.06,churned,2026-04-28T12:00:00Z,2026-04-28T12:05:00Z,2026-04-28T12:10:00Z
org_northstar_001,hubspot,hub_company_246,cmp_0246,Company 0246,Healthcare,Europe,246,47102017.65,customer,2026-04-16T12:00:00Z,2026-04-16T12:05:00Z,2026-04-16T12:10:00Z
org_northstar_001,hubspot,hub_company_247,cmp_0247,Company 0247,Professional Services,North America,131,14644474.62,churned,2025-09-28T12:00:00Z,2025-09-28T12:05:00Z,2025-09-28T12:10:00Z
org_northstar_001,hubspot,hub_company_248,cmp_0248,Company 0248,Financial Services,Europe,358,40950082.14,prospect,2025-11-01T12:00:00Z,2025-11-01T12:05:00Z,2025-11-01T12:10:00Z
org_northstar_001,hubspot,hub_company_249,cmp_0249,Company 0249,Manufacturing,North America,57,11811681.09,customer,2025-10-08T12:00:00Z,2025-10-08T12:05:00Z,2025-10-08T12:10:00Z
org_northstar_001,hubspot,hub_company_250,cmp_0250,Company 0250,Financial Services,North America,75,14952101.13,customer,2025-05-30T12:00:00Z,2025-05-30T12:05:00Z,2025-05-30T12:10:00Z
org_northstar_001,hubspot,hub_company_251,cmp_0251,Company 0251,Healthcare,North America,56,8746907.95,customer,2026-05-06T12:00:00Z,2026-05-06T12:05:00Z,2026-05-06T12:10:00Z
org_northstar_001,hubspot,hub_company_252,cmp_0252,Company 0252,Technology,North America,69,11759678.82,lead,2025-09-06T12:00:00Z,2025-09-06T12:05:00Z,2025-09-06T12:10:00Z
org_northstar_001,hubspot,hub_company_253,cmp_0253,Company 0253,Retail,North America,278,27222826.53,churned,2025-05-21T12:00:00Z,2025-05-21T12:05:00Z,2025-05-21T12:10:00Z
org_northstar_001,hubspot,hub_company_254,cmp_0254,Company 0254,Education,North America,81,12180672.23,customer,2025-11-25T12:00:00Z,2025-11-25T12:05:00Z,2025-11-25T12:10:00Z
org_northstar_001,hubspot,hub_company_255,cmp_0255,Company 0255,Education,North America,209,41538514.59,churned,2025-02-08T12:00:00Z,2025-02-08T12:05:00Z,2025-02-08T12:10:00Z
org_northstar_001,hubspot,hub_company_256,cmp_0256,Company 0256,Financial Services,Latin America,173,34538681.48,customer,2026-02-11T12:00:00Z,2026-02-11T12:05:00Z,2026-02-11T12:10:00Z
org_northstar_001,hubspot,hub_company_257,cmp_0257,Company 0257,Healthcare,North America,57,11883013.77,customer,2025-01-10T12:00:00Z,2025-01-10T12:05:00Z,2025-01-10T12:10:00Z
org_northstar_001,hubspot,hub_company_258,cmp_0258,Company 0258,Education,North America,110,10202411.64,customer,2026-05-21T12:00:00Z,2026-05-21T12:05:00Z,2026-05-21T12:10:00Z
org_northstar_001,hubspot,hub_company_259,cmp_0259,Company 0259,Financial Services,Asia Pacific,81,7660112.32,customer,2025-09-21T12:00:00Z,2025-09-21T12:05:00Z,2025-09-21T12:10:00Z
org_northstar_001,hubspot,hub_company_260,cmp_0260,Company 0260,Technology,North America,261,21755371.77,churned,2026-02-20T12:00:00Z,2026-02-20T12:05:00Z,2026-02-20T12:10:00Z
org_northstar_001,hubspot,hub_company_261,cmp_0261,Company 0261,Healthcare,North America,81,10735980.82,prospect,2026-05-04T12:00:00Z,2026-05-04T12:05:00Z,2026-05-04T12:10:00Z
org_northstar_001,hubspot,hub_company_262,cmp_0262,Company 0262,Technology,North America,43,5174503.59,prospect,2025-12-04T12:00:00Z,2025-12-04T12:05:00Z,2025-12-04T12:10:00Z
org_northstar_001,hubspot,hub_company_263,cmp_0263,Company 0263,Financial Services,North America,104,20312923.46,customer,2025-05-02T12:00:00Z,2025-05-02T12:05:00Z,2025-05-02T12:10:00Z
org_northstar_001,hubspot,hub_company_264,cmp_0264,Company 0264,Healthcare,North America,216,21798481.02,churned,2025-11-15T12:00:00Z,2025-11-15T12:05:00Z,2025-11-15T12:10:00Z
org_northstar_001,hubspot,hub_company_265,cmp_0265,Company 0265,Manufacturing,Asia Pacific,138,24292012.11,customer,2026-05-05T12:00:00Z,2026-05-05T12:05:00Z,2026-05-05T12:10:00Z
org_northstar_001,hubspot,hub_company_266,cmp_0266,Company 0266,Manufacturing,Asia Pacific,315,25660480.52,prospect,2025-08-12T12:00:00Z,2025-08-12T12:05:00Z,2025-08-12T12:10:00Z
org_northstar_001,hubspot,hub_company_267,cmp_0267,Company 0267,Technology,Asia Pacific,31,6088534.62,prospect,2026-01-06T12:00:00Z,2026-01-06T12:05:00Z,2026-01-06T12:10:00Z
org_northstar_001,hubspot,hub_company_268,cmp_0268,Company 0268,Manufacturing,North America,56,9253514.67,customer,2026-07-04T12:00:00Z,2026-07-04T12:05:00Z,2026-07-04T12:10:00Z
org_northstar_001,hubspot,hub_company_269,cmp_0269,Company 0269,Education,North America,37,3273471.68,prospect,2026-05-16T12:00:00Z,2026-05-16T12:05:00Z,2026-05-16T12:10:00Z
org_northstar_001,hubspot,hub_company_270,cmp_0270,Company 0270,Education,North America,38,2775818.84,prospect,2026-08-01T12:00:00Z,2026-08-01T12:05:00Z,2026-08-01T12:10:00Z
org_northstar_001,hubspot,hub_company_271,cmp_0271,Company 0271,Technology,North America,232,38988500.84,customer,2025-01-04T12:00:00Z,2025-01-04T12:05:00Z,2025-01-04T12:10:00Z
org_northstar_001,hubspot,hub_company_272,cmp_0272,Company 0272,Education,Europe,66,11358634.97,churned,2025-03-03T12:00:00Z,2025-03-03T12:05:00Z,2025-03-03T12:10:00Z
org_northstar_001,hubspot,hub_company_273,cmp_0273,Company 0273,Education,Asia Pacific,307,37714793.11,lead,2026-01-19T12:00:00Z,2026-01-19T12:05:00Z,2026-01-19T12:10:00Z
org_northstar_001,hubspot,hub_company_274,cmp_0274,Company 0274,Professional Services,Asia Pacific,93,16355455.98,churned,2026-07-07T12:00:00Z,2026-07-07T12:05:00Z,2026-07-07T12:10:00Z
org_northstar_001,hubspot,hub_company_275,cmp_0275,Company 0275,Manufacturing,North America,179,18285381.51,customer,2026-04-20T12:00:00Z,2026-04-20T12:05:00Z,2026-04-20T12:10:00Z
org_northstar_001,hubspot,hub_company_276,cmp_0276,Company 0276,Education,Europe,152,23725565.85,churned,2025-06-08T12:00:00Z,2025-06-08T12:05:00Z,2025-06-08T12:10:00Z
org_northstar_001,hubspot,hub_company_277,cmp_0277,Company 0277,Manufacturing,North America,76,11680431.3,customer,2025-01-17T12:00:00Z,2025-01-17T12:05:00Z,2025-01-17T12:10:00Z
org_northstar_001,hubspot,hub_company_278,cmp_0278,Company 0278,Education,Asia Pacific,92,7166999.17,customer,2025-02-19T12:00:00Z,2025-02-19T12:05:00Z,2025-02-19T12:10:00Z
org_northstar_001,hubspot,hub_company_279,cmp_0279,Company 0279,Education,Europe,138,15855250.03,prospect,2025-10-24T12:00:00Z,2025-10-24T12:05:00Z,2025-10-24T12:10:00Z
org_northstar_001,hubspot,hub_company_280,cmp_0280,Company 0280,Manufacturing,Latin America,94,18157034.81,churned,2025-05-27T12:00:00Z,2025-05-27T12:05:00Z,2025-05-27T12:10:00Z
org_northstar_001,hubspot,hub_company_281,cmp_0281,Company 0281,Healthcare,Latin America,118,19350578.51,customer,2026-03-14T12:00:00Z,2026-03-14T12:05:00Z,2026-03-14T12:10:00Z
