organization_id,source_system,source_record_id,expense_id,expense_date,category,vendor,amount_usd,department,is_recurring,source_updated_at,ingested_at,normalized_at
org_northstar_001,quickbooks,qbo_expense_264,exp_000264,2025-05-20,Payroll,Payroll Vendor 14,14458.14,People,true,2025-05-20T19:00:00Z,2025-05-20T19:03:00Z,2025-05-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_265,exp_000265,2025-05-26,Payroll,Payroll Vendor 10,17712.01,People,true,2025-05-26T19:00:00Z,2025-05-26T19:03:00Z,2025-05-26T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_266,exp_000266,2025-05-24,Office,Office Vendor 16,848.77,Operations,false,2025-05-24T19:00:00Z,2025-05-24T19:03:00Z,2025-05-24T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_267,exp_000267,2025-05-11,Contractors,Contractors Vendor 13,2241.87,Operations,false,2025-05-11T19:00:00Z,2025-05-11T19:03:00Z,2025-05-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_268,exp_000268,2025-05-14,Software,Software Vendor 01,1506.88,Engineering,true,2025-05-14T19:00:00Z,2025-05-14T19:03:00Z,2025-05-14T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_269,exp_000269,2025-05-17,Payroll,Payroll Vendor 08,13521.19,People,true,2025-05-17T19:00:00Z,2025-05-17T19:03:00Z,2025-05-17T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_270,exp_000270,2025-05-08,Payroll,Payroll Vendor 15,23034.01,People,true,2025-05-08T19:00:00Z,2025-05-08T19:03:00Z,2025-05-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_271,exp_000271,2025-05-09,Professional Services,Professional Services Vendor 09,1101.37,Finance,false,2025-05-09T19:00:00Z,2025-05-09T19:03:00Z,2025-05-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_272,exp_000272,2025-05-07,Paid Media,Paid Media Vendor 11,2414.79,Marketing,false,2025-05-07T19:00:00Z,2025-05-07T19:03:00Z,2025-05-07T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_273,exp_000273,2025-05-11,Travel,Travel Vendor 07,1542.56,Sales,false,2025-05-11T19:00:00Z,2025-05-11T19:03:00Z,2025-05-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_274,exp_000274,2025-05-07,Paid Media,Paid Media Vendor 16,1428.58,Marketing,false,2025-05-07T19:00:00Z,2025-05-07T19:03:00Z,2025-05-07T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_275,exp_000275,2025-05-22,Software,Software Vendor 14,837.93,Engineering,true,2025-05-22T19:00:00Z,2025-05-22T19:03:00Z,2025-05-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_276,exp_000276,2025-05-04,Paid Media,Paid Media Vendor 08,1802.78,Marketing,false,2025-05-04T19:00:00Z,2025-05-04T19:03:00Z,2025-05-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_277,exp_000277,2025-05-01,Contractors,Contractors Vendor 04,3350.87,Operations,false,2025-05-01T19:00:00Z,2025-05-01T19:03:00Z,2025-05-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_278,exp_000278,2025-05-04,Payroll,Payroll Vendor 11,9150.43,People,true,2025-05-04T19:00:00Z,2025-05-04T19:03:00Z,2025-05-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_279,exp_000279,2025-05-13,Software,Software Vendor 03,647.75,Engineering,true,2025-05-13T19:00:00Z,2025-05-13T19:03:00Z,2025-05-13T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_280,exp_000280,2025-05-15,Payroll,Payroll Vendor 11,25347.87,People,true,2025-05-15T19:00:00Z,2025-05-15T19:03:00Z,2025-05-15T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_281,exp_000281,2025-05-16,Professional Services,Professional Services Vendor 14,1537.2,Finance,false,2025-05-16T19:00:00Z,2025-05-16T19:03:00Z,2025-05-16T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_282,exp_000282,2025-05-02,Software,Software Vendor 01,739.33,Engineering,true,2025-05-02T19:00:00Z,2025-05-02T19:03:00Z,2025-05-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_283,exp_000283,2025-05-03,Cloud Hosting,Cloud Hosting Vendor 17,2661.77,Engineering,true,2025-05-03T19:00:00Z,2025-05-03T19:03:00Z,2025-05-03T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_284,exp_000284,2025-05-16,Software,Software Vendor 10,608.16,Engineering,true,2025-05-16T19:00:00Z,2025-05-16T19:03:00Z,2025-05-16T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_285,exp_000285,2025-05-03,Payroll,Payroll Vendor 10,19327.28,People,true,2025-05-03T19:00:00Z,2025-05-03T19:03:00Z,2025-05-03T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_286,exp_000286,2025-05-26,Professional Services,Professional Services Vendor 04,2743.49,Finance,false,2025-05-26T19:00:00Z,2025-05-26T19:03:00Z,2025-05-26T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_287,exp_000287,2025-05-27,Cloud Hosting,Cloud Hosting Vendor 15,2646.67,Engineering,true,2025-05-27T19:00:00Z,2025-05-27T19:03:00Z,2025-05-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_288,exp_000288,2025-05-21,Cloud Hosting,Cloud Hosting Vendor 04,838.67,Engineering,true,2025-05-21T19:00:00Z,2025-05-21T19:03:00Z,2025-05-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_289,exp_000289,2025-05-25,Paid Media,Paid Media Vendor 06,1191.25,Marketing,false,2025-05-25T19:00:00Z,2025-05-25T19:03:00Z,2025-05-25T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_290,exp_000290,2025-05-15,Software,Software Vendor 07,781.47,Engineering,true,2025-05-15T19:00:00Z,2025-05-15T19:03:00Z,2025-05-15T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_291,exp_000291,2025-05-14,Contractors,Contractors Vendor 04,1653.61,Operations,false,2025-05-14T19:00:00Z,2025-05-14T19:03:00Z,2025-05-14T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_292,exp_000292,2025-05-21,Office,Office Vendor 09,570.12,Operations,false,2025-05-21T19:00:00Z,2025-05-21T19:03:00Z,2025-05-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_293,exp_000293,2025-05-08,Professional Services,Professional Services Vendor 15,2160.81,Finance,false,2025-05-08T19:00:00Z,2025-05-08T19:03:00Z,2025-05-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_294,exp_000294,2025-05-10,Cloud Hosting,Cloud Hosting Vendor 15,2414.67,Engineering,true,2025-05-10T19:00:00Z,2025-05-10T19:03:00Z,2025-05-10T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_295,exp_000295,2025-05-04,Paid Media,Paid Media Vendor 18,4129.42,Marketing,false,2025-05-04T19:00:00Z,2025-05-04T19:03:00Z,2025-05-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_296,exp_000296,2025-05-15,Payroll,Payroll Vendor 14,7751.02,People,true,2025-05-15T19:00:00Z,2025-05-15T19:03:00Z,2025-05-15T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_297,exp_000297,2025-05-17,Professional Services,Professional Services Vendor 06,937.95,Finance,false,2025-05-17T19:00:00Z,2025-05-17T19:03:00Z,2025-05-17T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_298,exp_000298,2025-05-15,Paid Media,Paid Media Vendor 15,966.98,Marketing,false,2025-05-15T19:00:00Z,2025-05-15T19:03:00Z,2025-05-15T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_299,exp_000299,2025-05-22,Professional Services,Professional Services Vendor 11,1801.83,Finance,false,2025-05-22T19:00:00Z,2025-05-22T19:03:00Z,2025-05-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_300,exp_000300,2025-05-03,Office,Office Vendor 05,407.56,Operations,false,2025-05-03T19:00:00Z,2025-05-03T19:03:00Z,2025-05-03T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_301,exp_000301,2025-05-12,Paid Media,Paid Media Vendor 02,2726.31,Marketing,false,2025-05-12T19:00:00Z,2025-05-12T19:03:00Z,2025-05-12T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_302,exp_000302,2025-05-08,Office,Office Vendor 15,307.43,Operations,false,2025-05-08T19:00:00Z,2025-05-08T19:03:00Z,2025-05-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_303,exp_000303,2025-05-25,Travel,Travel Vendor 17,1014.76,Sales,false,2025-05-25T19:00:00Z,2025-05-25T19:03:00Z,2025-05-25T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_304,exp_000304,2025-05-02,Contractors,Contractors Vendor 03,3471.27,Operations,false,2025-05-02T19:00:00Z,2025-05-02T19:03:00Z,2025-05-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_305,exp_000305,2025-05-26,Payroll,Payroll Vendor 17,16819.89,People,true,2025-05-26T19:00:00Z,2025-05-26T19:03:00Z,2025-05-26T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_306,exp_000306,2025-05-15,Travel,Travel Vendor 14,1514.09,Sales,false,2025-05-15T19:00:00Z,2025-05-15T19:03:00Z,2025-05-15T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_307,exp_000307,2025-05-22,Office,Office Vendor 06,520.01,Operations,false,2025-05-22T19:00:00Z,2025-05-22T19:03:00Z,2025-05-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_308,exp_000308,2025-05-18,Professional Services,Professional Services Vendor 02,1770.85,Finance,false,2025-05-18T19:00:00Z,2025-05-18T19:03:00Z,2025-05-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_309,exp_000309,2025-05-19,Professional Services,Professional Services Vendor 16,1523.19,Finance,false,2025-05-19T19:00:00Z,2025-05-19T19:03:00Z,2025-05-19T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_310,exp_000310,2025-05-27,Software,Software Vendor 08,1220.54,Engineering,true,2025-05-27T19:00:00Z,2025-05-27T19:03:00Z,2025-05-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_311,exp_000311,2025-05-17,Paid Media,Paid Media Vendor 05,2647.3,Marketing,false,2025-05-17T19:00:00Z,2025-05-17T19:03:00Z,2025-05-17T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_312,exp_000312,2025-05-01,Contractors,Contractors Vendor 11,2416.31,Operations,false,2025-05-01T19:00:00Z,2025-05-01T19:03:00Z,2025-05-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_313,exp_000313,2025-05-23,Software,Software Vendor 13,1517.95,Engineering,true,2025-05-23T19:00:00Z,2025-05-23T19:03:00Z,2025-05-23T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_314,exp_000314,2025-05-10,Professional Services,Professional Services Vendor 06,825.54,Finance,false,2025-05-10T19:00:00Z,2025-05-10T19:03:00Z,2025-05-10T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_315,exp_000315,2025-05-21,Software,Software Vendor 12,1370.52,Engineering,true,2025-05-21T19:00:00Z,2025-05-21T19:03:00Z,2025-05-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_316,exp_000316,2025-05-21,Contractors,Contractors Vendor 17,1698.1,Operations,false,2025-05-21T19:00:00Z,2025-05-21T19:03:00Z,2025-05-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_317,exp_000317,2025-05-17,Contractors,Contractors Vendor 12,6590.41,Operations,false,2025-05-17T19:00:00Z,2025-05-17T19:03:00Z,2025-05-17T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_318,exp_000318,2025-05-09,Travel,Travel Vendor 01,1176.65,Sales,false,2025-05-09T19:00:00Z,2025-05-09T19:03:00Z,2025-05-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_319,exp_000319,2025-05-18,Software,Software Vendor 08,296.54,Engineering,true,2025-05-18T19:00:00Z,2025-05-18T19:03:00Z,2025-05-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_320,exp_000320,2025-05-28,Professional Services,Professional Services Vendor 17,896.87,Finance,false,2025-05-28T19:00:00Z,2025-05-28T19:03:00Z,2025-05-28T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_321,exp_000321,2025-05-26,Payroll,Payroll Vendor 09,8301.72,People,true,2025-05-26T19:00:00Z,2025-05-26T19:03:00Z,2025-05-26T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_322,exp_000322,2025-05-18,Software,Software Vendor 02,900.06,Engineering,true,2025-05-18T19:00:00Z,2025-05-18T19:03:00Z,2025-05-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_323,exp_000323,2025-05-20,Office,Office Vendor 08,746.09,Operations,false,2025-05-20T19:00:00Z,2025-05-20T19:03:00Z,2025-05-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_324,exp_000324,2025-05-08,Travel,Travel Vendor 04,1385.15,Sales,false,2025-05-08T19:00:00Z,2025-05-08T19:03:00Z,2025-05-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_325,exp_000325,2025-05-05,Software,Software Vendor 18,1226.91,Engineering,true,2025-05-05T19:00:00Z,2025-05-05T19:03:00Z,2025-05-05T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_326,exp_000326,2025-06-11,Payroll,Payroll Vendor 06,10764.57,People,true,2025-06-11T19:00:00Z,2025-06-11T19:03:00Z,2025-06-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_327,exp_000327,2025-06-09,Software,Software Vendor 06,847.29,Engineering,true,2025-06-09T19:00:00Z,2025-06-09T19:03:00Z,2025-06-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_328,exp_000328,2025-06-08,Cloud Hosting,Cloud Hosting Vendor 07,5802.2,Engineering,true,2025-06-08T19:00:00Z,2025-06-08T19:03:00Z,2025-06-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_329,exp_000329,2025-06-18,Professional Services,Professional Services Vendor 14,1324.13,Finance,false,2025-06-18T19:00:00Z,2025-06-18T19:03:00Z,2025-06-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_330,exp_000330,2025-06-05,Contractors,Contractors Vendor 12,2580.75,Operations,false,2025-06-05T19:00:00Z,2025-06-05T19:03:00Z,2025-06-05T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_331,exp_000331,2025-06-12,Travel,Travel Vendor 01,402.8,Sales,false,2025-06-12T19:00:00Z,2025-06-12T19:03:00Z,2025-06-12T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_332,exp_000332,2025-06-23,Payroll,Payroll Vendor 05,16878.76,People,true,2025-06-23T19:00:00Z,2025-06-23T19:03:00Z,2025-06-23T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_333,exp_000333,2025-06-09,Contractors,Contractors Vendor 04,3947.21,Operations,false,2025-06-09T19:00:00Z,2025-06-09T19:03:00Z,2025-06-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_334,exp_000334,2025-06-02,Paid Media,Paid Media Vendor 01,3385.45,Marketing,false,2025-06-02T19:00:00Z,2025-06-02T19:03:00Z,2025-06-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_335,exp_000335,2025-06-11,Travel,Travel Vendor 09,1517.81,Sales,false,2025-06-11T19:00:00Z,2025-06-11T19:03:00Z,2025-06-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_336,exp_000336,2025-06-19,Cloud Hosting,Cloud Hosting Vendor 13,1882.83,Engineering,true,2025-06-19T19:00:00Z,2025-06-19T19:03:00Z,2025-06-19T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_337,exp_000337,2025-06-04,Contractors,Contractors Vendor 04,2152.93,Operations,false,2025-06-04T19:00:00Z,2025-06-04T19:03:00Z,2025-06-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_338,exp_000338,2025-06-06,Software,Software Vendor 06,637.95,Engineering,true,2025-06-06T19:00:00Z,2025-06-06T19:03:00Z,2025-06-06T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_339,exp_000339,2025-06-02,Travel,Travel Vendor 05,1631.53,Sales,false,2025-06-02T19:00:00Z,2025-06-02T19:03:00Z,2025-06-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_340,exp_000340,2025-06-27,Travel,Travel Vendor 06,1207.69,Sales,false,2025-06-27T19:00:00Z,2025-06-27T19:03:00Z,2025-06-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_341,exp_000341,2025-06-08,Professional Services,Professional Services Vendor 04,1264.63,Finance,false,2025-06-08T19:00:00Z,2025-06-08T19:03:00Z,2025-06-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_342,exp_000342,2025-06-26,Contractors,Contractors Vendor 13,5793.44,Operations,false,2025-06-26T19:00:00Z,2025-06-26T19:03:00Z,2025-06-26T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_343,exp_000343,2025-06-02,Cloud Hosting,Cloud Hosting Vendor 11,3052.82,Engineering,true,2025-06-02T19:00:00Z,2025-06-02T19:03:00Z,2025-06-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_344,exp_000344,2025-06-22,Paid Media,Paid Media Vendor 10,1396.05,Marketing,false,2025-06-22T19:00:00Z,2025-06-22T19:03:00Z,2025-06-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_345,exp_000345,2025-06-27,Software,Software Vendor 08,991.5,Engineering,true,2025-06-27T19:00:00Z,2025-06-27T19:03:00Z,2025-06-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_346,exp_000346,2025-06-27,Travel,Travel Vendor 10,516.47,Sales,false,2025-06-27T19:00:00Z,2025-06-27T19:03:00Z,2025-06-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_347,exp_000347,2025-06-20,Cloud Hosting,Cloud Hosting Vendor 18,4374.2,Engineering,true,2025-06-20T19:00:00Z,2025-06-20T19:03:00Z,2025-06-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_348,exp_000348,2025-06-16,Cloud Hosting,Cloud Hosting Vendor 04,2415.23,Engineering,true,2025-06-16T19:00:00Z,2025-06-16T19:03:00Z,2025-06-16T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_349,exp_000349,2025-06-04,Cloud Hosting,Cloud Hosting Vendor 07,1436.92,Engineering,true,2025-06-04T19:00:00Z,2025-06-04T19:03:00Z,2025-06-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_350,exp_000350,2025-06-27,Cloud Hosting,Cloud Hosting Vendor 02,2374.93,Engineering,true,2025-06-27T19:00:00Z,2025-06-27T19:03:00Z,2025-06-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_351,exp_000351,2025-06-22,Cloud Hosting,Cloud Hosting Vendor 01,4313.86,Engineering,true,2025-06-22T19:00:00Z,2025-06-22T19:03:00Z,2025-06-22T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_352,exp_000352,2025-06-09,Office,Office Vendor 05,675.14,Operations,false,2025-06-09T19:00:00Z,2025-06-09T19:03:00Z,2025-06-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_353,exp_000353,2025-06-21,Payroll,Payroll Vendor 07,16956.41,People,true,2025-06-21T19:00:00Z,2025-06-21T19:03:00Z,2025-06-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_354,exp_000354,2025-06-25,Office,Office Vendor 07,411.79,Operations,false,2025-06-25T19:00:00Z,2025-06-25T19:03:00Z,2025-06-25T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_355,exp_000355,2025-06-05,Professional Services,Professional Services Vendor 05,1144.65,Finance,false,2025-06-05T19:00:00Z,2025-06-05T19:03:00Z,2025-06-05T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_356,exp_000356,2025-06-24,Payroll,Payroll Vendor 15,8298.45,People,true,2025-06-24T19:00:00Z,2025-06-24T19:03:00Z,2025-06-24T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_357,exp_000357,2025-06-25,Cloud Hosting,Cloud Hosting Vendor 03,895.83,Engineering,true,2025-06-25T19:00:00Z,2025-06-25T19:03:00Z,2025-06-25T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_358,exp_000358,2025-06-15,Software,Software Vendor 01,1344.34,Engineering,true,2025-06-15T19:00:00Z,2025-06-15T19:03:00Z,2025-06-15T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_359,exp_000359,2025-06-08,Cloud Hosting,Cloud Hosting Vendor 07,2457.79,Engineering,true,2025-06-08T19:00:00Z,2025-06-08T19:03:00Z,2025-06-08T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_360,exp_000360,2025-06-21,Paid Media,Paid Media Vendor 15,2373.03,Marketing,false,2025-06-21T19:00:00Z,2025-06-21T19:03:00Z,2025-06-21T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_361,exp_000361,2025-06-15,Payroll,Payroll Vendor 17,16608.28,People,true,2025-06-15T19:00:00Z,2025-06-15T19:03:00Z,2025-06-15T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_362,exp_000362,2025-06-18,Professional Services,Professional Services Vendor 02,4030.99,Finance,false,2025-06-18T19:00:00Z,2025-06-18T19:03:00Z,2025-06-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_363,exp_000363,2025-06-27,Software,Software Vendor 12,1180.96,Engineering,true,2025-06-27T19:00:00Z,2025-06-27T19:03:00Z,2025-06-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_364,exp_000364,2025-06-02,Contractors,Contractors Vendor 03,1948.26,Operations,false,2025-06-02T19:00:00Z,2025-06-02T19:03:00Z,2025-06-02T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_365,exp_000365,2025-06-28,Office,Office Vendor 02,656.95,Operations,false,2025-06-28T19:00:00Z,2025-06-28T19:03:00Z,2025-06-28T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_366,exp_000366,2025-06-11,Cloud Hosting,Cloud Hosting Vendor 05,6462.86,Engineering,true,2025-06-11T19:00:00Z,2025-06-11T19:03:00Z,2025-06-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_367,exp_000367,2025-06-11,Software,Software Vendor 04,1160.02,Engineering,true,2025-06-11T19:00:00Z,2025-06-11T19:03:00Z,2025-06-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_368,exp_000368,2025-06-14,Payroll,Payroll Vendor 18,6834.53,People,true,2025-06-14T19:00:00Z,2025-06-14T19:03:00Z,2025-06-14T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_369,exp_000369,2025-06-23,Software,Software Vendor 16,808.17,Engineering,true,2025-06-23T19:00:00Z,2025-06-23T19:03:00Z,2025-06-23T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_370,exp_000370,2025-06-11,Payroll,Payroll Vendor 15,15005.87,People,true,2025-06-11T19:00:00Z,2025-06-11T19:03:00Z,2025-06-11T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_371,exp_000371,2025-06-27,Cloud Hosting,Cloud Hosting Vendor 06,2523.14,Engineering,true,2025-06-27T19:00:00Z,2025-06-27T19:03:00Z,2025-06-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_372,exp_000372,2025-06-19,Office,Office Vendor 08,558.24,Operations,false,2025-06-19T19:00:00Z,2025-06-19T19:03:00Z,2025-06-19T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_373,exp_000373,2025-06-09,Paid Media,Paid Media Vendor 07,3112.43,Marketing,false,2025-06-09T19:00:00Z,2025-06-09T19:03:00Z,2025-06-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_374,exp_000374,2025-06-27,Contractors,Contractors Vendor 05,1344.55,Operations,false,2025-06-27T19:00:00Z,2025-06-27T19:03:00Z,2025-06-27T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_375,exp_000375,2025-06-20,Office,Office Vendor 07,511.32,Operations,false,2025-06-20T19:00:00Z,2025-06-20T19:03:00Z,2025-06-20T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_376,exp_000376,2025-06-04,Paid Media,Paid Media Vendor 02,1815.1,Marketing,false,2025-06-04T19:00:00Z,2025-06-04T19:03:00Z,2025-06-04T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_377,exp_000377,2025-06-13,Travel,Travel Vendor 01,740.39,Sales,false,2025-06-13T19:00:00Z,2025-06-13T19:03:00Z,2025-06-13T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_378,exp_000378,2025-06-09,Paid Media,Paid Media Vendor 12,1351.81,Marketing,false,2025-06-09T19:00:00Z,2025-06-09T19:03:00Z,2025-06-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_379,exp_000379,2025-06-12,Office,Office Vendor 03,1456.09,Operations,false,2025-06-12T19:00:00Z,2025-06-12T19:03:00Z,2025-06-12T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_380,exp_000380,2025-06-24,Professional Services,Professional Services Vendor 12,1170.57,Finance,false,2025-06-24T19:00:00Z,2025-06-24T19:03:00Z,2025-06-24T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_381,exp_000381,2025-06-09,Payroll,Payroll Vendor 10,19464.83,People,true,2025-06-09T19:00:00Z,2025-06-09T19:03:00Z,2025-06-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_382,exp_000382,2025-06-25,Software,Software Vendor 09,1210.22,Engineering,true,2025-06-25T19:00:00Z,2025-06-25T19:03:00Z,2025-06-25T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_383,exp_000383,2025-06-12,Travel,Travel Vendor 06,768.18,Sales,false,2025-06-12T19:00:00Z,2025-06-12T19:03:00Z,2025-06-12T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_384,exp_000384,2025-06-03,Paid Media,Paid Media Vendor 10,3619.37,Marketing,false,2025-06-03T19:00:00Z,2025-06-03T19:03:00Z,2025-06-03T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_385,exp_000385,2025-06-09,Contractors,Contractors Vendor 17,3534.41,Operations,false,2025-06-09T19:00:00Z,2025-06-09T19:03:00Z,2025-06-09T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_386,exp_000386,2025-06-05,Paid Media,Paid Media Vendor 17,2252.87,Marketing,false,2025-06-05T19:00:00Z,2025-06-05T19:03:00Z,2025-06-05T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_387,exp_000387,2025-06-28,Professional Services,Professional Services Vendor 14,1133.11,Finance,false,2025-06-28T19:00:00Z,2025-06-28T19:03:00Z,2025-06-28T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_388,exp_000388,2025-06-01,Paid Media,Paid Media Vendor 11,3647.9,Marketing,false,2025-06-01T19:00:00Z,2025-06-01T19:03:00Z,2025-06-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_389,exp_000389,2025-06-01,Travel,Travel Vendor 10,1540.3,Sales,false,2025-06-01T19:00:00Z,2025-06-01T19:03:00Z,2025-06-01T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_390,exp_000390,2025-06-18,Professional Services,Professional Services Vendor 10,1813.03,Finance,false,2025-06-18T19:00:00Z,2025-06-18T19:03:00Z,2025-06-18T19:06:00Z
org_northstar_001,quickbooks,qbo_expense_391,exp_000391,2025-07-14,Cloud Hosting,Cloud Hosting Vendor 06,1541.24,Engineering,true,2025-07-14T19:00:00Z,2025-07-14T19:03:00Z,2025-07-14T19:06:00Z
