organization_id,source_system,source_record_id,date,channel,sessions,users,conversions,conversion_rate,bounce_rate,revenue_attributed_usd,source_updated_at,ingested_at,normalized_at
org_northstar_001,ga4,ga4_20250313_organic_search,2025-03-13,Organic Search,420,340,16,0.0381,0.4183,11877.57,2025-03-13T23:00:00Z,2025-03-14T03:00:00Z,2025-03-14T03:05:00Z
org_northstar_001,ga4,ga4_20250313_paid_search,2025-03-13,Paid Search,327,262,15,0.0459,0.4545,16053.96,2025-03-13T23:00:00Z,2025-03-14T03:00:00Z,2025-03-14T03:05:00Z
org_northstar_001,ga4,ga4_20250313_direct,2025-03-13,Direct,227,174,11,0.0485,0.3533,8377.98,2025-03-13T23:00:00Z,2025-03-14T03:00:00Z,2025-03-14T03:05:00Z
org_northstar_001,ga4,ga4_20250313_referral,2025-03-13,Referral,106,85,3,0.0283,0.4119,3146.65,2025-03-13T23:00:00Z,2025-03-14T03:00:00Z,2025-03-14T03:05:00Z
org_northstar_001,ga4,ga4_20250313_email,2025-03-13,Email,114,84,6,0.0526,0.4451,5851.42,2025-03-13T23:00:00Z,2025-03-14T03:00:00Z,2025-03-14T03:05:00Z
org_northstar_001,ga4,ga4_20250313_social,2025-03-13,Social,99,81,2,0.0202,0.5061,1603.78,2025-03-13T23:00:00Z,2025-03-14T03:00:00Z,2025-03-14T03:05:00Z
org_northstar_001,ga4,ga4_20250314_organic_search,2025-03-14,Organic Search,383,315,15,0.0392,0.381,13208.22,2025-03-14T23:00:00Z,2025-03-15T03:00:00Z,2025-03-15T03:05:00Z
org_northstar_001,ga4,ga4_20250314_paid_search,2025-03-14,Paid Search,326,238,12,0.0368,0.4345,9023.96,2025-03-14T23:00:00Z,2025-03-15T03:00:00Z,2025-03-15T03:05:00Z
org_northstar_001,ga4,ga4_20250314_direct,2025-03-14,Direct,230,167,11,0.0478,0.44,10766.31,2025-03-14T23:00:00Z,2025-03-15T03:00:00Z,2025-03-15T03:05:00Z
org_northstar_001,ga4,ga4_20250314_referral,2025-03-14,Referral,113,90,3,0.0265,0.4278,2991.3,2025-03-14T23:00:00Z,2025-03-15T03:00:00Z,2025-03-15T03:05:00Z
org_northstar_001,ga4,ga4_20250314_email,2025-03-14,Email,113,95,7,0.0619,0.4915,7316.27,2025-03-14T23:00:00Z,2025-03-15T03:00:00Z,2025-03-15T03:05:00Z
org_northstar_001,ga4,ga4_20250314_social,2025-03-14,Social,101,82,2,0.0198,0.5808,2146.03,2025-03-14T23:00:00Z,2025-03-15T03:00:00Z,2025-03-15T03:05:00Z
org_northstar_001,ga4,ga4_20250315_organic_search,2025-03-15,Organic Search,306,235,11,0.0359,0.4105,9261.82,2025-03-15T23:00:00Z,2025-03-16T03:00:00Z,2025-03-16T03:05:00Z
org_northstar_001,ga4,ga4_20250315_paid_search,2025-03-15,Paid Search,244,200,11,0.0451,0.4118,8181.32,2025-03-15T23:00:00Z,2025-03-16T03:00:00Z,2025-03-16T03:05:00Z
org_northstar_001,ga4,ga4_20250315_direct,2025-03-15,Direct,180,134,9,0.05,0.4848,7199.18,2025-03-15T23:00:00Z,2025-03-16T03:00:00Z,2025-03-16T03:05:00Z
org_northstar_001,ga4,ga4_20250315_referral,2025-03-15,Referral,80,59,2,0.025,0.4104,2085.72,2025-03-15T23:00:00Z,2025-03-16T03:00:00Z,2025-03-16T03:05:00Z
org_northstar_001,ga4,ga4_20250315_email,2025-03-15,Email,91,66,4,0.044,0.4071,3217.08,2025-03-15T23:00:00Z,2025-03-16T03:00:00Z,2025-03-16T03:05:00Z
org_northstar_001,ga4,ga4_20250315_social,2025-03-15,Social,87,67,2,0.023,0.502,2127.02,2025-03-15T23:00:00Z,2025-03-16T03:00:00Z,2025-03-16T03:05:00Z
org_northstar_001,ga4,ga4_20250316_organic_search,2025-03-16,Organic Search,316,227,11,0.0348,0.4621,8995.48,2025-03-16T23:00:00Z,2025-03-17T03:00:00Z,2025-03-17T03:05:00Z
org_northstar_001,ga4,ga4_20250316_paid_search,2025-03-16,Paid Search,236,199,8,0.0339,0.5201,7207.05,2025-03-16T23:00:00Z,2025-03-17T03:00:00Z,2025-03-17T03:05:00Z
org_northstar_001,ga4,ga4_20250316_direct,2025-03-16,Direct,200,158,9,0.045,0.4165,6374.91,2025-03-16T23:00:00Z,2025-03-17T03:00:00Z,2025-03-17T03:05:00Z
org_northstar_001,ga4,ga4_20250316_referral,2025-03-16,Referral,73,61,2,0.0274,0.4543,1702.02,2025-03-16T23:00:00Z,2025-03-17T03:00:00Z,2025-03-17T03:05:00Z
org_northstar_001,ga4,ga4_20250316_email,2025-03-16,Email,100,76,5,0.05,0.446,4863.74,2025-03-16T23:00:00Z,2025-03-17T03:00:00Z,2025-03-17T03:05:00Z
org_northstar_001,ga4,ga4_20250316_social,2025-03-16,Social,79,63,1,0.0127,0.534,858.9,2025-03-16T23:00:00Z,2025-03-17T03:00:00Z,2025-03-17T03:05:00Z
org_northstar_001,ga4,ga4_20250317_organic_search,2025-03-17,Organic Search,396,296,16,0.0404,0.405,12692.3,2025-03-17T23:00:00Z,2025-03-18T03:00:00Z,2025-03-18T03:05:00Z
org_northstar_001,ga4,ga4_20250317_paid_search,2025-03-17,Paid Search,284,241,12,0.0423,0.4124,12214.99,2025-03-17T23:00:00Z,2025-03-18T03:00:00Z,2025-03-18T03:05:00Z
org_northstar_001,ga4,ga4_20250317_direct,2025-03-17,Direct,235,181,10,0.0426,0.3665,8397.16,2025-03-17T23:00:00Z,2025-03-18T03:00:00Z,2025-03-18T03:05:00Z
org_northstar_001,ga4,ga4_20250317_referral,2025-03-17,Referral,92,76,2,0.0217,0.4658,1923.3,2025-03-17T23:00:00Z,2025-03-18T03:00:00Z,2025-03-18T03:05:00Z
org_northstar_001,ga4,ga4_20250317_email,2025-03-17,Email,130,110,6,0.0462,0.427,6417.75,2025-03-17T23:00:00Z,2025-03-18T03:00:00Z,2025-03-18T03:05:00Z
org_northstar_001,ga4,ga4_20250317_social,2025-03-17,Social,113,93,2,0.0177,0.5631,1521.31,2025-03-17T23:00:00Z,2025-03-18T03:00:00Z,2025-03-18T03:05:00Z
org_northstar_001,ga4,ga4_20250318_organic_search,2025-03-18,Organic Search,367,303,14,0.0381,0.3994,12394.33,2025-03-18T23:00:00Z,2025-03-19T03:00:00Z,2025-03-19T03:05:00Z
org_northstar_001,ga4,ga4_20250318_paid_search,2025-03-18,Paid Search,324,240,13,0.0401,0.4516,13398.67,2025-03-18T23:00:00Z,2025-03-19T03:00:00Z,2025-03-19T03:05:00Z
org_northstar_001,ga4,ga4_20250318_direct,2025-03-18,Direct,270,219,14,0.0519,0.4628,11677.26,2025-03-18T23:00:00Z,2025-03-19T03:00:00Z,2025-03-19T03:05:00Z
org_northstar_001,ga4,ga4_20250318_referral,2025-03-18,Referral,96,76,3,0.0312,0.439,2761.47,2025-03-18T23:00:00Z,2025-03-19T03:00:00Z,2025-03-19T03:05:00Z
org_northstar_001,ga4,ga4_20250318_email,2025-03-18,Email,115,86,5,0.0435,0.3967,3580.89,2025-03-18T23:00:00Z,2025-03-19T03:00:00Z,2025-03-19T03:05:00Z
org_northstar_001,ga4,ga4_20250318_social,2025-03-18,Social,97,77,2,0.0206,0.5011,1963.5,2025-03-18T23:00:00Z,2025-03-19T03:00:00Z,2025-03-19T03:05:00Z
org_northstar_001,ga4,ga4_20250319_organic_search,2025-03-19,Organic Search,353,294,11,0.0312,0.4392,11346.88,2025-03-19T23:00:00Z,2025-03-20T03:00:00Z,2025-03-20T03:05:00Z
org_northstar_001,ga4,ga4_20250319_paid_search,2025-03-19,Paid Search,328,253,13,0.0396,0.4174,12546.28,2025-03-19T23:00:00Z,2025-03-20T03:00:00Z,2025-03-20T03:05:00Z
org_northstar_001,ga4,ga4_20250319_direct,2025-03-19,Direct,280,229,13,0.0464,0.4599,11886.08,2025-03-19T23:00:00Z,2025-03-20T03:00:00Z,2025-03-20T03:05:00Z
org_northstar_001,ga4,ga4_20250319_referral,2025-03-19,Referral,114,86,3,0.0263,0.398,3016.29,2025-03-19T23:00:00Z,2025-03-20T03:00:00Z,2025-03-20T03:05:00Z
org_northstar_001,ga4,ga4_20250319_email,2025-03-19,Email,116,88,6,0.0517,0.4581,4933.43,2025-03-19T23:00:00Z,2025-03-20T03:00:00Z,2025-03-20T03:05:00Z
org_northstar_001,ga4,ga4_20250319_social,2025-03-19,Social,93,77,1,0.0108,0.5608,1017.84,2025-03-19T23:00:00Z,2025-03-20T03:00:00Z,2025-03-20T03:05:00Z
org_northstar_001,ga4,ga4_20250320_organic_search,2025-03-20,Organic Search,355,301,14,0.0394,0.3801,12490.47,2025-03-20T23:00:00Z,2025-03-21T03:00:00Z,2025-03-21T03:05:00Z
org_northstar_001,ga4,ga4_20250320_paid_search,2025-03-20,Paid Search,332,263,15,0.0452,0.4307,16258.58,2025-03-20T23:00:00Z,2025-03-21T03:00:00Z,2025-03-21T03:05:00Z
org_northstar_001,ga4,ga4_20250320_direct,2025-03-20,Direct,265,201,14,0.0528,0.4296,10465.01,2025-03-20T23:00:00Z,2025-03-21T03:00:00Z,2025-03-21T03:05:00Z
org_northstar_001,ga4,ga4_20250320_referral,2025-03-20,Referral,101,74,3,0.0297,0.3695,2316.35,2025-03-20T23:00:00Z,2025-03-21T03:00:00Z,2025-03-21T03:05:00Z
org_northstar_001,ga4,ga4_20250320_email,2025-03-20,Email,131,107,7,0.0534,0.4385,5412.46,2025-03-20T23:00:00Z,2025-03-21T03:00:00Z,2025-03-21T03:05:00Z
org_northstar_001,ga4,ga4_20250320_social,2025-03-20,Social,98,71,2,0.0204,0.5609,1889.39,2025-03-20T23:00:00Z,2025-03-21T03:00:00Z,2025-03-21T03:05:00Z
org_northstar_001,ga4,ga4_20250321_organic_search,2025-03-21,Organic Search,388,322,12,0.0309,0.4211,12801.78,2025-03-21T23:00:00Z,2025-03-22T03:00:00Z,2025-03-22T03:05:00Z
org_northstar_001,ga4,ga4_20250321_paid_search,2025-03-21,Paid Search,313,263,14,0.0447,0.348,10304.27,2025-03-21T23:00:00Z,2025-03-22T03:00:00Z,2025-03-22T03:05:00Z
org_northstar_001,ga4,ga4_20250321_direct,2025-03-21,Direct,279,218,14,0.0502,0.3901,15269.88,2025-03-21T23:00:00Z,2025-03-22T03:00:00Z,2025-03-22T03:05:00Z
org_northstar_001,ga4,ga4_20250321_referral,2025-03-21,Referral,97,79,2,0.0206,0.4567,1528.71,2025-03-21T23:00:00Z,2025-03-22T03:00:00Z,2025-03-22T03:05:00Z
org_northstar_001,ga4,ga4_20250321_email,2025-03-21,Email,134,98,7,0.0522,0.4969,6082.3,2025-03-21T23:00:00Z,2025-03-22T03:00:00Z,2025-03-22T03:05:00Z
org_northstar_001,ga4,ga4_20250321_social,2025-03-21,Social,91,74,1,0.011,0.575,700.85,2025-03-21T23:00:00Z,2025-03-22T03:00:00Z,2025-03-22T03:05:00Z
org_northstar_001,ga4,ga4_20250322_organic_search,2025-03-22,Organic Search,265,225,10,0.0377,0.4077,8584.12,2025-03-22T23:00:00Z,2025-03-23T03:00:00Z,2025-03-23T03:05:00Z
org_northstar_001,ga4,ga4_20250322_paid_search,2025-03-22,Paid Search,262,188,11,0.042,0.4244,9137.2,2025-03-22T23:00:00Z,2025-03-23T03:00:00Z,2025-03-23T03:05:00Z
org_northstar_001,ga4,ga4_20250322_direct,2025-03-22,Direct,185,139,9,0.0486,0.4352,9667.14,2025-03-22T23:00:00Z,2025-03-23T03:00:00Z,2025-03-23T03:05:00Z
org_northstar_001,ga4,ga4_20250322_referral,2025-03-22,Referral,81,60,2,0.0247,0.4848,2048.25,2025-03-22T23:00:00Z,2025-03-23T03:00:00Z,2025-03-23T03:05:00Z
org_northstar_001,ga4,ga4_20250322_email,2025-03-22,Email,92,76,5,0.0543,0.4654,4567.96,2025-03-22T23:00:00Z,2025-03-23T03:00:00Z,2025-03-23T03:05:00Z
org_northstar_001,ga4,ga4_20250322_social,2025-03-22,Social,79,65,1,0.0127,0.5647,1073.42,2025-03-22T23:00:00Z,2025-03-23T03:00:00Z,2025-03-23T03:05:00Z
org_northstar_001,ga4,ga4_20250323_organic_search,2025-03-23,Organic Search,327,243,12,0.0367,0.4856,10807.69,2025-03-23T23:00:00Z,2025-03-24T03:00:00Z,2025-03-24T03:05:00Z
org_northstar_001,ga4,ga4_20250323_paid_search,2025-03-23,Paid Search,263,214,12,0.0456,0.3837,9378.46,2025-03-23T23:00:00Z,2025-03-24T03:00:00Z,2025-03-24T03:05:00Z
org_northstar_001,ga4,ga4_20250323_direct,2025-03-23,Direct,216,167,11,0.0509,0.3803,11586.4,2025-03-23T23:00:00Z,2025-03-24T03:00:00Z,2025-03-24T03:05:00Z
org_northstar_001,ga4,ga4_20250323_referral,2025-03-23,Referral,89,75,3,0.0337,0.4282,3021.56,2025-03-23T23:00:00Z,2025-03-24T03:00:00Z,2025-03-24T03:05:00Z
org_northstar_001,ga4,ga4_20250323_email,2025-03-23,Email,92,72,4,0.0435,0.3441,2973.86,2025-03-23T23:00:00Z,2025-03-24T03:00:00Z,2025-03-24T03:05:00Z
org_northstar_001,ga4,ga4_20250323_social,2025-03-23,Social,89,66,2,0.0225,0.5208,2032.88,2025-03-23T23:00:00Z,2025-03-24T03:00:00Z,2025-03-24T03:05:00Z
org_northstar_001,ga4,ga4_20250324_organic_search,2025-03-24,Organic Search,359,269,13,0.0362,0.4655,11742.13,2025-03-24T23:00:00Z,2025-03-25T03:00:00Z,2025-03-25T03:05:00Z
org_northstar_001,ga4,ga4_20250324_paid_search,2025-03-24,Paid Search,344,264,13,0.0378,0.4555,12933.3,2025-03-24T23:00:00Z,2025-03-25T03:00:00Z,2025-03-25T03:05:00Z
org_northstar_001,ga4,ga4_20250324_direct,2025-03-24,Direct,272,198,13,0.0478,0.4146,13993.07,2025-03-24T23:00:00Z,2025-03-25T03:00:00Z,2025-03-25T03:05:00Z
org_northstar_001,ga4,ga4_20250324_referral,2025-03-24,Referral,91,77,2,0.022,0.3725,1708.51,2025-03-24T23:00:00Z,2025-03-25T03:00:00Z,2025-03-25T03:05:00Z
org_northstar_001,ga4,ga4_20250324_email,2025-03-24,Email,133,103,7,0.0526,0.3983,4917.57,2025-03-24T23:00:00Z,2025-03-25T03:00:00Z,2025-03-25T03:05:00Z
org_northstar_001,ga4,ga4_20250324_social,2025-03-24,Social,113,89,2,0.0177,0.5837,1923.35,2025-03-24T23:00:00Z,2025-03-25T03:00:00Z,2025-03-25T03:05:00Z
org_northstar_001,ga4,ga4_20250325_organic_search,2025-03-25,Organic Search,365,302,13,0.0356,0.3929,11230.71,2025-03-25T23:00:00Z,2025-03-26T03:00:00Z,2025-03-26T03:05:00Z
org_northstar_001,ga4,ga4_20250325_paid_search,2025-03-25,Paid Search,306,241,11,0.0359,0.4378,11967.72,2025-03-25T23:00:00Z,2025-03-26T03:00:00Z,2025-03-26T03:05:00Z
org_northstar_001,ga4,ga4_20250325_direct,2025-03-25,Direct,253,212,12,0.0474,0.4015,11571.56,2025-03-25T23:00:00Z,2025-03-26T03:00:00Z,2025-03-26T03:05:00Z
org_northstar_001,ga4,ga4_20250325_referral,2025-03-25,Referral,95,77,3,0.0316,0.4225,3086.29,2025-03-25T23:00:00Z,2025-03-26T03:00:00Z,2025-03-26T03:05:00Z
org_northstar_001,ga4,ga4_20250325_email,2025-03-25,Email,118,91,6,0.0508,0.4638,5122.73,2025-03-25T23:00:00Z,2025-03-26T03:00:00Z,2025-03-26T03:05:00Z
org_northstar_001,ga4,ga4_20250325_social,2025-03-25,Social,95,79,2,0.0211,0.5398,1475.36,2025-03-25T23:00:00Z,2025-03-26T03:00:00Z,2025-03-26T03:05:00Z
org_northstar_001,ga4,ga4_20250326_organic_search,2025-03-26,Organic Search,371,277,14,0.0377,0.3686,10710.04,2025-03-26T23:00:00Z,2025-03-27T03:00:00Z,2025-03-27T03:05:00Z
org_northstar_001,ga4,ga4_20250326_paid_search,2025-03-26,Paid Search,297,238,13,0.0438,0.3893,12367.03,2025-03-26T23:00:00Z,2025-03-27T03:00:00Z,2025-03-27T03:05:00Z
org_northstar_001,ga4,ga4_20250326_direct,2025-03-26,Direct,227,177,10,0.0441,0.4755,7089.9,2025-03-26T23:00:00Z,2025-03-27T03:00:00Z,2025-03-27T03:05:00Z
org_northstar_001,ga4,ga4_20250326_referral,2025-03-26,Referral,97,76,3,0.0309,0.4827,2594.41,2025-03-26T23:00:00Z,2025-03-27T03:00:00Z,2025-03-27T03:05:00Z
org_northstar_001,ga4,ga4_20250326_email,2025-03-26,Email,131,112,6,0.0458,0.3851,5362.63,2025-03-26T23:00:00Z,2025-03-27T03:00:00Z,2025-03-27T03:05:00Z
org_northstar_001,ga4,ga4_20250326_social,2025-03-26,Social,104,82,2,0.0192,0.5685,1645.59,2025-03-26T23:00:00Z,2025-03-27T03:00:00Z,2025-03-27T03:05:00Z
org_northstar_001,ga4,ga4_20250327_organic_search,2025-03-27,Organic Search,404,305,14,0.0347,0.3964,12071.52,2025-03-27T23:00:00Z,2025-03-28T03:00:00Z,2025-03-28T03:05:00Z
org_northstar_001,ga4,ga4_20250327_paid_search,2025-03-27,Paid Search,278,219,12,0.0432,0.3993,12249.52,2025-03-27T23:00:00Z,2025-03-28T03:00:00Z,2025-03-28T03:05:00Z
org_northstar_001,ga4,ga4_20250327_direct,2025-03-27,Direct,280,206,13,0.0464,0.4206,14007.36,2025-03-27T23:00:00Z,2025-03-28T03:00:00Z,2025-03-28T03:05:00Z
org_northstar_001,ga4,ga4_20250327_referral,2025-03-27,Referral,99,76,3,0.0303,0.4676,3070.11,2025-03-27T23:00:00Z,2025-03-28T03:00:00Z,2025-03-28T03:05:00Z
org_northstar_001,ga4,ga4_20250327_email,2025-03-27,Email,117,90,7,0.0598,0.4031,5784.9,2025-03-27T23:00:00Z,2025-03-28T03:00:00Z,2025-03-28T03:05:00Z
org_northstar_001,ga4,ga4_20250327_social,2025-03-27,Social,110,81,2,0.0182,0.5442,2044.96,2025-03-27T23:00:00Z,2025-03-28T03:00:00Z,2025-03-28T03:05:00Z
org_northstar_001,ga4,ga4_20250328_organic_search,2025-03-28,Organic Search,423,323,14,0.0331,0.4827,10718.55,2025-03-28T23:00:00Z,2025-03-29T03:00:00Z,2025-03-29T03:05:00Z
org_northstar_001,ga4,ga4_20250328_paid_search,2025-03-28,Paid Search,283,221,11,0.0389,0.3418,8975.46,2025-03-28T23:00:00Z,2025-03-29T03:00:00Z,2025-03-29T03:05:00Z
org_northstar_001,ga4,ga4_20250328_direct,2025-03-28,Direct,265,193,14,0.0528,0.4486,11214.91,2025-03-28T23:00:00Z,2025-03-29T03:00:00Z,2025-03-29T03:05:00Z
org_northstar_001,ga4,ga4_20250328_referral,2025-03-28,Referral,103,85,2,0.0194,0.4691,2101.81,2025-03-28T23:00:00Z,2025-03-29T03:00:00Z,2025-03-29T03:05:00Z
org_northstar_001,ga4,ga4_20250328_email,2025-03-28,Email,131,97,7,0.0534,0.4688,6766.92,2025-03-28T23:00:00Z,2025-03-29T03:00:00Z,2025-03-29T03:05:00Z
org_northstar_001,ga4,ga4_20250328_social,2025-03-28,Social,104,78,2,0.0192,0.5603,1778.98,2025-03-28T23:00:00Z,2025-03-29T03:00:00Z,2025-03-29T03:05:00Z
org_northstar_001,ga4,ga4_20250329_organic_search,2025-03-29,Organic Search,327,269,10,0.0306,0.3719,7946.25,2025-03-29T23:00:00Z,2025-03-30T03:00:00Z,2025-03-30T03:05:00Z
org_northstar_001,ga4,ga4_20250329_paid_search,2025-03-29,Paid Search,221,188,10,0.0452,0.5125,10660.79,2025-03-29T23:00:00Z,2025-03-30T03:00:00Z,2025-03-30T03:05:00Z
org_northstar_001,ga4,ga4_20250329_direct,2025-03-29,Direct,179,134,9,0.0503,0.419,7751.87,2025-03-29T23:00:00Z,2025-03-30T03:00:00Z,2025-03-30T03:05:00Z
org_northstar_001,ga4,ga4_20250329_referral,2025-03-29,Referral,82,69,2,0.0244,0.3719,1916.04,2025-03-29T23:00:00Z,2025-03-30T03:00:00Z,2025-03-30T03:05:00Z
org_northstar_001,ga4,ga4_20250329_email,2025-03-29,Email,89,76,4,0.0449,0.4181,4027.61,2025-03-29T23:00:00Z,2025-03-30T03:00:00Z,2025-03-30T03:05:00Z
org_northstar_001,ga4,ga4_20250329_social,2025-03-29,Social,74,57,1,0.0135,0.5931,1037.87,2025-03-29T23:00:00Z,2025-03-30T03:00:00Z,2025-03-30T03:05:00Z
org_northstar_001,ga4,ga4_20250330_organic_search,2025-03-30,Organic Search,338,263,12,0.0355,0.39,11860.86,2025-03-30T23:00:00Z,2025-03-31T03:00:00Z,2025-03-31T03:05:00Z
org_northstar_001,ga4,ga4_20250330_paid_search,2025-03-30,Paid Search,214,157,9,0.0421,0.4293,7792.0,2025-03-30T23:00:00Z,2025-03-31T03:00:00Z,2025-03-31T03:05:00Z
org_northstar_001,ga4,ga4_20250330_direct,2025-03-30,Direct,208,150,9,0.0433,0.43,9498.8,2025-03-30T23:00:00Z,2025-03-31T03:00:00Z,2025-03-31T03:05:00Z
org_northstar_001,ga4,ga4_20250330_referral,2025-03-30,Referral,73,54,2,0.0274,0.393,1642.41,2025-03-30T23:00:00Z,2025-03-31T03:00:00Z,2025-03-31T03:05:00Z
org_northstar_001,ga4,ga4_20250330_email,2025-03-30,Email,112,82,6,0.0536,0.4688,5796.64,2025-03-30T23:00:00Z,2025-03-31T03:00:00Z,2025-03-31T03:05:00Z
org_northstar_001,ga4,ga4_20250330_social,2025-03-30,Social,89,71,2,0.0225,0.5608,2054.8,2025-03-30T23:00:00Z,2025-03-31T03:00:00Z,2025-03-31T03:05:00Z
org_northstar_001,ga4,ga4_20250331_organic_search,2025-03-31,Organic Search,377,287,12,0.0318,0.4682,8960.78,2025-03-31T23:00:00Z,2025-04-01T03:00:00Z,2025-04-01T03:05:00Z
org_northstar_001,ga4,ga4_20250331_paid_search,2025-03-31,Paid Search,341,274,14,0.0411,0.4772,12475.05,2025-03-31T23:00:00Z,2025-04-01T03:00:00Z,2025-04-01T03:05:00Z
org_northstar_001,ga4,ga4_20250331_direct,2025-03-31,Direct,247,192,10,0.0405,0.4505,9435.95,2025-03-31T23:00:00Z,2025-04-01T03:00:00Z,2025-04-01T03:05:00Z
org_northstar_001,ga4,ga4_20250331_referral,2025-03-31,Referral,99,74,3,0.0303,0.4217,2891.89,2025-03-31T23:00:00Z,2025-04-01T03:00:00Z,2025-04-01T03:05:00Z
org_northstar_001,ga4,ga4_20250331_email,2025-03-31,Email,127,91,7,0.0551,0.3955,6415.31,2025-03-31T23:00:00Z,2025-04-01T03:00:00Z,2025-04-01T03:05:00Z
org_northstar_001,ga4,ga4_20250331_social,2025-03-31,Social,108,82,2,0.0185,0.5543,1880.63,2025-03-31T23:00:00Z,2025-04-01T03:00:00Z,2025-04-01T03:05:00Z
org_northstar_001,ga4,ga4_20250401_organic_search,2025-04-01,Organic Search,372,272,14,0.0376,0.4329,9834.2,2025-04-01T23:00:00Z,2025-04-02T03:00:00Z,2025-04-02T03:05:00Z
org_northstar_001,ga4,ga4_20250401_paid_search,2025-04-01,Paid Search,335,286,13,0.0388,0.4548,12889.0,2025-04-01T23:00:00Z,2025-04-02T03:00:00Z,2025-04-02T03:05:00Z
org_northstar_001,ga4,ga4_20250401_direct,2025-04-01,Direct,241,179,12,0.0498,0.4396,11956.91,2025-04-01T23:00:00Z,2025-04-02T03:00:00Z,2025-04-02T03:05:00Z
org_northstar_001,ga4,ga4_20250401_referral,2025-04-01,Referral,101,82,3,0.0297,0.423,3216.62,2025-04-01T23:00:00Z,2025-04-02T03:00:00Z,2025-04-02T03:05:00Z
org_northstar_001,ga4,ga4_20250401_email,2025-04-01,Email,116,95,6,0.0517,0.4743,5719.94,2025-04-01T23:00:00Z,2025-04-02T03:00:00Z,2025-04-02T03:05:00Z
org_northstar_001,ga4,ga4_20250401_social,2025-04-01,Social,102,75,2,0.0196,0.5268,1828.86,2025-04-01T23:00:00Z,2025-04-02T03:00:00Z,2025-04-02T03:05:00Z
org_northstar_001,ga4,ga4_20250402_organic_search,2025-04-02,Organic Search,393,296,13,0.0331,0.4074,11981.55,2025-04-02T23:00:00Z,2025-04-03T03:00:00Z,2025-04-03T03:05:00Z
org_northstar_001,ga4,ga4_20250402_paid_search,2025-04-02,Paid Search,286,229,11,0.0385,0.4773,10697.58,2025-04-02T23:00:00Z,2025-04-03T03:00:00Z,2025-04-03T03:05:00Z
org_northstar_001,ga4,ga4_20250402_direct,2025-04-02,Direct,249,204,11,0.0442,0.3499,9141.84,2025-04-02T23:00:00Z,2025-04-03T03:00:00Z,2025-04-03T03:05:00Z
org_northstar_001,ga4,ga4_20250402_referral,2025-04-02,Referral,100,73,2,0.02,0.4837,1668.79,2025-04-02T23:00:00Z,2025-04-03T03:00:00Z,2025-04-03T03:05:00Z
org_northstar_001,ga4,ga4_20250402_email,2025-04-02,Email,115,96,5,0.0435,0.4244,4396.47,2025-04-02T23:00:00Z,2025-04-03T03:00:00Z,2025-04-03T03:05:00Z
org_northstar_001,ga4,ga4_20250402_social,2025-04-02,Social,98,77,2,0.0204,0.5644,1910.9,2025-04-02T23:00:00Z,2025-04-03T03:00:00Z,2025-04-03T03:05:00Z
org_northstar_001,ga4,ga4_20250403_organic_search,2025-04-03,Organic Search,376,278,13,0.0346,0.3732,12907.69,2025-04-03T23:00:00Z,2025-04-04T03:00:00Z,2025-04-04T03:05:00Z
org_northstar_001,ga4,ga4_20250403_paid_search,2025-04-03,Paid Search,282,234,11,0.039,0.4196,9268.19,2025-04-03T23:00:00Z,2025-04-04T03:00:00Z,2025-04-04T03:05:00Z
org_northstar_001,ga4,ga4_20250403_direct,2025-04-03,Direct,247,205,12,0.0486,0.439,12726.25,2025-04-03T23:00:00Z,2025-04-04T03:00:00Z,2025-04-04T03:05:00Z
org_northstar_001,ga4,ga4_20250403_referral,2025-04-03,Referral,96,73,3,0.0312,0.4575,2741.18,2025-04-03T23:00:00Z,2025-04-04T03:00:00Z,2025-04-04T03:05:00Z
org_northstar_001,ga4,ga4_20250403_email,2025-04-03,Email,121,89,6,0.0496,0.4834,5852.11,2025-04-03T23:00:00Z,2025-04-04T03:00:00Z,2025-04-04T03:05:00Z
org_northstar_001,ga4,ga4_20250403_social,2025-04-03,Social,97,78,2,0.0206,0.5807,2184.32,2025-04-03T23:00:00Z,2025-04-04T03:00:00Z,2025-04-04T03:05:00Z
org_northstar_001,ga4,ga4_20250404_organic_search,2025-04-04,Organic Search,382,277,13,0.034,0.4088,13850.77,2025-04-04T23:00:00Z,2025-04-05T03:00:00Z,2025-04-05T03:05:00Z
org_northstar_001,ga4,ga4_20250404_paid_search,2025-04-04,Paid Search,279,231,11,0.0394,0.4253,9790.96,2025-04-04T23:00:00Z,2025-04-05T03:00:00Z,2025-04-05T03:05:00Z
org_northstar_001,ga4,ga4_20250404_direct,2025-04-04,Direct,229,191,10,0.0437,0.4249,7726.16,2025-04-04T23:00:00Z,2025-04-05T03:00:00Z,2025-04-05T03:05:00Z
org_northstar_001,ga4,ga4_20250404_referral,2025-04-04,Referral,102,77,3,0.0294,0.4415,2893.07,2025-04-04T23:00:00Z,2025-04-05T03:00:00Z,2025-04-05T03:05:00Z
org_northstar_001,ga4,ga4_20250404_email,2025-04-04,Email,143,117,8,0.0559,0.4444,5924.89,2025-04-04T23:00:00Z,2025-04-05T03:00:00Z,2025-04-05T03:05:00Z
org_northstar_001,ga4,ga4_20250404_social,2025-04-04,Social,105,77,2,0.019,0.5106,1782.69,2025-04-04T23:00:00Z,2025-04-05T03:00:00Z,2025-04-05T03:05:00Z
